hardware,model,layer_name,input,kv_cache,latency(ns)
example,gpt2,attention/wrapper,1,15,1168
example,gpt2,attention/dense,1,15,1169
example,gpt2,mlp/fc,1,15,1170
example,gpt2,mlp/gelu,1,15,1171
example,gpt2,mlp/proj,1,15,1172
example,gpt2,post_layernorm,1,15,1173
example,gpt2,ln_f,1,15,1174
example,gpt2,lm_head,1,15,1175
example,gpt2,vocab_embedding,1,16,1176
example,gpt2,input_layernorm,1,16,1177
example,gpt2,attention/qkv,1,16,1178
example,gpt2,attention/wrapper,1,16,1179
example,gpt2,attention/dense,1,16,1180
example,gpt2,mlp/fc,1,16,1181
example,gpt2,mlp/gelu,1,16,1182
example,gpt2,mlp/proj,1,16,1183
example,gpt2,post_layernorm,1,16,1184
example,gpt2,ln_f,1,16,1185
example,gpt2,lm_head,1,16,1186
example,gpt2,vocab_embedding,1,17,1187
example,gpt2,input_layernorm,1,17,1188
example,gpt2,attention/qkv,1,17,1189
example,gpt2,attention/wrapper,1,17,1190
example,gpt2,attention/dense,1,17,1191
example,gpt2,mlp/fc,1,17,1192
example,gpt2,mlp/gelu,1,17,1193
example,gpt2,mlp/proj,1,17,1194
example,gpt2,post_layernorm,1,17,1195
example,gpt2,ln_f,1,17,1196
example,gpt2,lm_head,1,17,1197
example,gpt2,vocab_embedding,1,18,1198
example,gpt2,input_layernorm,1,18,1199
example,gpt2,attention/qkv,1,18,1200
example,gpt2,attention/wrapper,1,18,1201
example,gpt2,attention/dense,1,18,1202
example,gpt2,mlp/fc,1,18,1203
example,gpt2,mlp/gelu,1,18,1204
example,gpt2,mlp/proj,1,18,1205
example,gpt2,post_layernorm,1,18,1206
example,gpt2,ln_f,1,18,1207
example,gpt2,lm_head,1,18,1208
example,gpt2,vocab_embedding,1,19,1209
example,gpt2,input_layernorm,1,19,1210
example,gpt2,attention/qkv,1,19,1211
example,gpt2,attention/wrapper,1,19,1212
example,gpt2,attention/dense,1,19,1213
example,gpt2,mlp/fc,1,19,1214
example,gpt2,mlp/gelu,1,19,1215
example,gpt2,mlp/proj,1,19,1216
example,gpt2,post_layernorm,1,19,1217
example,gpt2,ln_f,1,19,1218
example,gpt2,lm_head,1,19,1219
example,gpt2,vocab_embedding,1,20,1220
example,gpt2,input_layernorm,1,20,1221
example,gpt2,attention/qkv,1,20,1222
example,gpt2,attention/wrapper,1,20,1223
example,gpt2,attention/dense,1,20,1224
example,gpt2,mlp/fc,1,20,1225
example,gpt2,mlp/gelu,1,20,1226
example,gpt2,mlp/proj,1,20,1227
example,gpt2,post_layernorm,1,20,1228
example,gpt2,ln_f,1,20,1229
example,gpt2,lm_head,1,20,1230
example,gpt2,vocab_embedding,1,21,1231
example,gpt2,input_layernorm,1,21,1232
example,gpt2,attention/qkv,1,21,1233
example,gpt2,attention/wrapper,1,21,1234
example,gpt2,attention/dense,1,21,1235
example,gpt2,mlp/fc,1,21,1236
example,gpt2,mlp/gelu,1,21,1237
example,gpt2,mlp/proj,1,21,1238
example,gpt2,post_layernorm,1,21,1239
example,gpt2,ln_f,1,21,1240
example,gpt2,lm_head,1,21,1241
example,gpt2,vocab_embedding,1,22,1242
example,gpt2,input_layernorm,1,22,1243
example,gpt2,attention/qkv,1,22,1244
example,gpt2,attention/wrapper,1,22,1245
example,gpt2,attention/dense,1,22,1246
example,gpt2,mlp/fc,1,22,1247
example,gpt2,mlp/gelu,1,22,1248
example,gpt2,mlp/proj,1,22,1249
example,gpt2,post_layernorm,1,22,1250
example,gpt2,ln_f,1,22,1251
example,gpt2,lm_head,1,22,1252
example,gpt2,vocab_embedding,1,23,1253
example,gpt2,input_layernorm,1,23,1254
example,gpt2,attention/qkv,1,23,1255
example,gpt2,attention/wrapper,1,23,1256
example,gpt2,attention/dense,1,23,1257
example,gpt2,mlp/fc,1,23,1258
example,gpt2,mlp/gelu,1,23,1259
example,gpt2,mlp/proj,1,23,1260
example,gpt2,post_layernorm,1,23,1261
example,gpt2,ln_f,1,23,1262
example,gpt2,lm_head,1,23,1263
example,gpt2,vocab_embedding,1,24,1264
example,gpt2,input_layernorm,1,24,1265
example,gpt2,attention/qkv,1,24,1266
example,gpt2,attention/wrapper,1,24,1267
example,gpt2,attention/dense,1,24,1268
example,gpt2,mlp/fc,1,24,1269
example,gpt2,mlp/gelu,1,24,1270
example,gpt2,mlp/proj,1,24,1271
example,gpt2,post_layernorm,1,24,1272
example,gpt2,ln_f,1,24,1273
example,gpt2,lm_head,1,24,1274
example,gpt2,vocab_embedding,1,25,1275
example,gpt2,input_layernorm,1,25,1276
example,gpt2,attention/qkv,1,25,1277
example,gpt2,attention/wrapper,1,25,1278
example,gpt2,attention/dense,1,25,1279
example,gpt2,mlp/fc,1,25,1280
example,gpt2,mlp/gelu,1,25,1281
example,gpt2,mlp/proj,1,25,1282
example,gpt2,post_layernorm,1,25,1283
example,gpt2,ln_f,1,25,1284
example,gpt2,lm_head,1,25,1285
example,gpt2,vocab_embedding,1,26,1286
example,gpt2,input_layernorm,1,26,1287
example,gpt2,attention/qkv,1,26,1288
example,gpt2,attention/wrapper,1,26,1289
example,gpt2,attention/dense,1,26,1290
example,gpt2,mlp/fc,1,26,1291
example,gpt2,mlp/gelu,1,26,1292
example,gpt2,mlp/proj,1,26,1293
example,gpt2,post_layernorm,1,26,1294
example,gpt2,ln_f,1,26,1295
example,gpt2,lm_head,1,26,1296
example,gpt2,vocab_embedding,1,27,1297
example,gpt2,input_layernorm,1,27,1298
example,gpt2,attention/qkv,1,27,1299
example,gpt2,attention/wrapper,1,27,1300
example,gpt2,attention/dense,1,27,1301
example,gpt2,mlp/fc,1,27,1302
example,gpt2,mlp/gelu,1,27,1303
example,gpt2,mlp/proj,1,27,1304
example,gpt2,post_layernorm,1,27,1305
example,gpt2,ln_f,1,27,1306
example,gpt2,lm_head,1,27,1307
example,gpt2,vocab_embedding,1,28,1308
example,gpt2,input_layernorm,1,28,1309
example,gpt2,attention/qkv,1,28,1310
example,gpt2,attention/wrapper,1,28,1311
example,gpt2,attention/dense,1,28,1312
example,gpt2,mlp/fc,1,28,1313
example,gpt2,mlp/gelu,1,28,1314
example,gpt2,mlp/proj,1,28,1315
example,gpt2,post_layernorm,1,28,1316
example,gpt2,ln_f,1,28,1317
example,gpt2,lm_head,1,28,1318
example,gpt2,vocab_embedding,1,29,1319
example,gpt2,input_layernorm,1,29,1320
example,gpt2,attention/qkv,1,29,1321
example,gpt2,attention/wrapper,1,29,1322
example,gpt2,attention/dense,1,29,1323
example,gpt2,mlp/fc,1,29,1324
example,gpt2,mlp/gelu,1,29,1325
example,gpt2,mlp/proj,1,29,1326
example,gpt2,post_layernorm,1,29,1327
example,gpt2,ln_f,1,29,1328
example,gpt2,lm_head,1,29,1329
example,gpt2,vocab_embedding,1,30,1330
example,gpt2,input_layernorm,1,30,1331
example,gpt2,attention/qkv,1,30,1332
example,gpt2,attention/wrapper,1,30,1333
example,gpt2,attention/dense,1,30,1334
example,gpt2,mlp/fc,1,30,1335
example,gpt2,mlp/gelu,1,30,1336
example,gpt2,mlp/proj,1,30,1337
example,gpt2,post_layernorm,1,30,1338
example,gpt2,ln_f,1,30,1339
example,gpt2,lm_head,1,30,1340
example,gpt2,vocab_embedding,1,31,1341
example,gpt2,input_layernorm,1,31,1342
example,gpt2,attention/qkv,1,31,1343
example,gpt2,attention/wrapper,1,31,1344
example,gpt2,attention/dense,1,31,1345
example,gpt2,mlp/fc,1,31,1346
example,gpt2,mlp/gelu,1,31,1347
example,gpt2,mlp/proj,1,31,1348
example,gpt2,post_layernorm,1,31,1349
example,gpt2,ln_f,1,31,1350
example,gpt2,lm_head,1,31,1351
example,gpt2,vocab_embedding,1,32,1352
example,gpt2,input_layernorm,1,32,1353
example,gpt2,attention/qkv,1,32,1354
example,gpt2,attention/wrapper,1,32,1355
example,gpt2,attention/dense,1,32,1356
example,gpt2,mlp/fc,1,32,1357
example,gpt2,mlp/gelu,1,32,1358
example,gpt2,mlp/proj,1,32,1359
example,gpt2,post_layernorm,1,32,1360
example,gpt2,ln_f,1,32,1361
example,gpt2,lm_head,1,32,1362
example,gpt2,vocab_embedding,1,33,1363
example,gpt2,input_layernorm,1,33,1364
example,gpt2,attention/qkv,1,33,1365
example,gpt2,attention/wrapper,1,33,1366
example,gpt2,attention/dense,1,33,1367
example,gpt2,mlp/fc,1,33,1368
example,gpt2,mlp/gelu,1,33,1369
example,gpt2,mlp/proj,1,33,1370
example,gpt2,post_layernorm,1,33,1371
example,gpt2,ln_f,1,33,1372
example,gpt2,lm_head,1,33,1373
example,gpt2,vocab_embedding,1,34,1374
example,gpt2,input_layernorm,1,34,1375
example,gpt2,attention/qkv,1,34,1376
example,gpt2,attention/wrapper,1,34,1377
example,gpt2,attention/dense,1,34,1378
example,gpt2,mlp/fc,1,34,1379
example,gpt2,mlp/gelu,1,34,1380
example,gpt2,mlp/proj,1,34,1381
example,gpt2,post_layernorm,1,34,1382
example,gpt2,ln_f,1,34,1383
example,gpt2,lm_head,1,34,1384
example,gpt2,vocab_embedding,1,35,1385
example,gpt2,input_layernorm,1,35,1386
example,gpt2,attention/qkv,1,35,1387
example,gpt2,attention/wrapper,1,35,1388
example,gpt2,attention/dense,1,35,1389
example,gpt2,mlp/fc,1,35,1390
example,gpt2,mlp/gelu,1,35,1391
example,gpt2,mlp/proj,1,35,1392
example,gpt2,post_layernorm,1,35,1393
example,gpt2,ln_f,1,35,1394
example,gpt2,lm_head,1,35,1395
example,gpt2,vocab_embedding,1,36,1396
example,gpt2,input_layernorm,1,36,1397
example,gpt2,attention/qkv,1,36,1398
example,gpt2,attention/wrapper,1,36,1399
example,gpt2,attention/dense,1,36,1400
example,gpt2,mlp/fc,1,36,1401
example,gpt2,mlp/gelu,1,36,1402
example,gpt2,mlp/proj,1,36,1403
example,gpt2,post_layernorm,1,36,1404
example,gpt2,ln_f,1,36,1405
example,gpt2,lm_head,1,36,1406
example,gpt2,vocab_embedding,1,37,1407
example,gpt2,input_layernorm,1,37,1408
example,gpt2,attention/qkv,1,37,1409
example,gpt2,attention/wrapper,1,37,1410
example,gpt2,attention/dense,1,37,1411
example,gpt2,mlp/fc,1,37,1412
example,gpt2,mlp/gelu,1,37,1413
example,gpt2,mlp/proj,1,37,1414
example,gpt2,post_layernorm,1,37,1415
example,gpt2,ln_f,1,37,1416
example,gpt2,lm_head,1,37,1417
example,gpt2,vocab_embedding,1,38,1418
example,gpt2,input_layernorm,1,38,1419
example,gpt2,attention/qkv,1,38,1420
example,gpt2,attention/wrapper,1,38,1421
example,gpt2,attention/dense,1,38,1422
example,gpt2,mlp/fc,1,38,1423
example,gpt2,mlp/gelu,1,38,1424
example,gpt2,mlp/proj,1,38,1425
example,gpt2,post_layernorm,1,38,1426
example,gpt2,ln_f,1,38,1427
example,gpt2,lm_head,1,38,1428
example,gpt2,vocab_embedding,1,39,1429
example,gpt2,input_layernorm,1,39,1430
example,gpt2,attention/qkv,1,39,1431
example,gpt2,attention/wrapper,1,39,1432
example,gpt2,attention/dense,1,39,1433
example,gpt2,mlp/fc,1,39,1434
example,gpt2,mlp/gelu,1,39,1435
example,gpt2,mlp/proj,1,39,1436
example,gpt2,post_layernorm,1,39,1437
example,gpt2,ln_f,1,39,1438
example,gpt2,lm_head,1,39,1439
example,gpt2,vocab_embedding,1,40,1440
example,gpt2,input_layernorm,1,40,1441
example,gpt2,attention/qkv,1,40,1442
example,gpt2,attention/wrapper,1,40,1443
example,gpt2,attention/dense,1,40,1444
example,gpt2,mlp/fc,1,40,1445
example,gpt2,mlp/gelu,1,40,1446
example,gpt2,mlp/proj,1,40,1447
example,gpt2,post_layernorm,1,40,1448
example,gpt2,ln_f,1,40,1449
example,gpt2,lm_head,1,40,1450
example,gpt2,vocab_embedding,1,41,1451
example,gpt2,input_layernorm,1,41,1452
example,gpt2,attention/qkv,1,41,1453
example,gpt2,attention/wrapper,1,41,1454
example,gpt2,attention/dense,1,41,1455
example,gpt2,mlp/fc,1,41,1456
example,gpt2,mlp/gelu,1,41,1457
example,gpt2,mlp/proj,1,41,1458
example,gpt2,post_layernorm,1,41,1459
example,gpt2,ln_f,1,41,1460
example,gpt2,lm_head,1,41,1461
example,gpt2,vocab_embedding,1,42,1462
example,gpt2,input_layernorm,1,42,1463
example,gpt2,attention/qkv,1,42,1464
example,gpt2,attention/wrapper,1,42,1465
example,gpt2,attention/dense,1,42,1466
example,gpt2,mlp/fc,1,42,1467
example,gpt2,mlp/gelu,1,42,1468
example,gpt2,mlp/proj,1,42,1469
example,gpt2,post_layernorm,1,42,1470
example,gpt2,ln_f,1,42,1471
example,gpt2,lm_head,1,42,1472
example,gpt2,vocab_embedding,1,43,1473
example,gpt2,input_layernorm,1,43,1474
example,gpt2,attention/qkv,1,43,1475
example,gpt2,attention/wrapper,1,43,1476
example,gpt2,attention/dense,1,43,1477
example,gpt2,mlp/fc,1,43,1478
example,gpt2,mlp/gelu,1,43,1479
example,gpt2,mlp/proj,1,43,1480
example,gpt2,post_layernorm,1,43,1481
example,gpt2,ln_f,1,43,1482
example,gpt2,lm_head,1,43,1483
example,gpt2,vocab_embedding,1,44,1484
example,gpt2,input_layernorm,1,44,1485
example,gpt2,attention/qkv,1,44,1486
example,gpt2,attention/wrapper,1,44,1487
example,gpt2,attention/dense,1,44,1488
example,gpt2,mlp/fc,1,44,1489
example,gpt2,mlp/gelu,1,44,1490
example,gpt2,mlp/proj,1,44,1491
example,gpt2,post_layernorm,1,44,1492
example,gpt2,ln_f,1,44,1493
example,gpt2,lm_head,1,44,1494
example,gpt2,vocab_embedding,1,45,1495
example,gpt2,input_layernorm,1,45,1496
example,gpt2,attention/qkv,1,45,1497
example,gpt2,attention/wrapper,1,45,1498
example,gpt2,attention/dense,1,45,1499
example,gpt2,mlp/fc,1,45,1500
example,gpt2,mlp/gelu,1,45,1501
example,gpt2,mlp/proj,1,45,1502
example,gpt2,post_layernorm,1,45,1503
example,gpt2,ln_f,1,45,1504
example,gpt2,lm_head,1,45,1505
example,gpt2,vocab_embedding,1,46,1506
example,gpt2,input_layernorm,1,46,1507
example,gpt2,attention/qkv,1,46,1508
example,gpt2,attention/wrapper,1,46,1509
example,gpt2,attention/dense,1,46,1510
example,gpt2,mlp/fc,1,46,1511
example,gpt2,mlp/gelu,1,46,1512
example,gpt2,mlp/proj,1,46,1513
example,gpt2,post_layernorm,1,46,1514
example,gpt2,ln_f,1,46,1515
example,gpt2,lm_head,1,46,1516
example,gpt2,vocab_embedding,1,47,1517
example,gpt2,input_layernorm,1,47,1518
example,gpt2,attention/qkv,1,47,1519
example,gpt2,attention/wrapper,1,47,1520
example,gpt2,attention/dense,1,47,1521
example,gpt2,mlp/fc,1,47,1522
example,gpt2,mlp/gelu,1,47,1523
example,gpt2,mlp/proj,1,47,1524
example,gpt2,post_layernorm,1,47,1525
example,gpt2,ln_f,1,47,1526
example,gpt2,lm_head,1,47,1527
example,gpt2,vocab_embedding,1,48,1528
example,gpt2,input_layernorm,1,48,1529
example,gpt2,attention/qkv,1,48,1530
example,gpt2,attention/wrapper,1,48,1531
example,gpt2,attention/dense,1,48,1532
example,gpt2,mlp/fc,1,48,1533
example,gpt2,mlp/gelu,1,48,1534
example,gpt2,mlp/proj,1,48,1535
example,gpt2,post_layernorm,1,48,1536
example,gpt2,ln_f,1,48,1537
example,gpt2,lm_head,1,48,1538
example,gpt2,vocab_embedding,1,49,1539
example,gpt2,input_layernorm,1,49,1540
example,gpt2,attention/qkv,1,49,1541
example,gpt2,attention/wrapper,1,49,1542
example,gpt2,attention/dense,1,49,1543
example,gpt2,mlp/fc,1,49,1544
example,gpt2,mlp/gelu,1,49,1545
example,gpt2,mlp/proj,1,49,1546
example,gpt2,post_layernorm,1,49,1547
example,gpt2,ln_f,1,49,1548
example,gpt2,lm_head,1,49,1549
example,gpt2,vocab_embedding,1,50,1550
example,gpt2,input_layernorm,1,50,1551
example,gpt2,attention/qkv,1,50,1552
example,gpt2,attention/wrapper,1,50,1553
example,gpt2,attention/dense,1,50,1554
example,gpt2,mlp/fc,1,50,1555
example,gpt2,mlp/gelu,1,50,1556
example,gpt2,mlp/proj,1,50,1557
example,gpt2,post_layernorm,1,50,1558
example,gpt2,ln_f,1,50,1559
example,gpt2,lm_head,1,50,1560
example,gpt2,vocab_embedding,1,51,1561
example,gpt2,input_layernorm,1,51,1562
example,gpt2,attention/qkv,1,51,1563
example,gpt2,attention/wrapper,1,51,1564
example,gpt2,attention/dense,1,51,1565
example,gpt2,mlp/fc,1,51,1566
example,gpt2,mlp/gelu,1,51,1567
example,gpt2,mlp/proj,1,51,1568
example,gpt2,post_layernorm,1,51,1569
example,gpt2,ln_f,1,51,1570
example,gpt2,lm_head,1,51,1571
example,gpt2,vocab_embedding,1,52,1572
example,gpt2,input_layernorm,1,52,1573
example,gpt2,attention/qkv,1,52,1574
example,gpt2,attention/wrapper,1,52,1575
example,gpt2,attention/dense,1,52,1576
example,gpt2,mlp/fc,1,52,1577
example,gpt2,mlp/gelu,1,52,1578
example,gpt2,mlp/proj,1,52,1579
example,gpt2,post_layernorm,1,52,1580
example,gpt2,ln_f,1,52,1581
example,gpt2,lm_head,1,52,1582
example,gpt2,vocab_embedding,1,53,1583
example,gpt2,input_layernorm,1,53,1584
example,gpt2,attention/qkv,1,53,1585
example,gpt2,attention/wrapper,1,53,1586
example,gpt2,attention/dense,1,53,1587
example,gpt2,mlp/fc,1,53,1588
example,gpt2,mlp/gelu,1,53,1589
example,gpt2,mlp/proj,1,53,1590
example,gpt2,post_layernorm,1,53,1591
example,gpt2,ln_f,1,53,1592
example,gpt2,lm_head,1,53,1593
example,gpt2,vocab_embedding,1,54,1594
example,gpt2,input_layernorm,1,54,1595
example,gpt2,attention/qkv,1,54,1596
example,gpt2,attention/wrapper,1,54,1597
example,gpt2,attention/dense,1,54,1598
example,gpt2,mlp/fc,1,54,1599
example,gpt2,mlp/gelu,1,54,1600
example,gpt2,mlp/proj,1,54,1601
example,gpt2,post_layernorm,1,54,1602
example,gpt2,ln_f,1,54,1603
example,gpt2,lm_head,1,54,1604
example,gpt2,vocab_embedding,1,55,1605
example,gpt2,input_layernorm,1,55,1606
example,gpt2,attention/qkv,1,55,1607
example,gpt2,attention/wrapper,1,55,1608
example,gpt2,attention/dense,1,55,1609
example,gpt2,mlp/fc,1,55,1610
example,gpt2,mlp/gelu,1,55,1611
example,gpt2,mlp/proj,1,55,1612
example,gpt2,post_layernorm,1,55,1613
example,gpt2,ln_f,1,55,1614
example,gpt2,lm_head,1,55,1615
example,gpt2,vocab_embedding,1,56,1616
example,gpt2,input_layernorm,1,56,1617
example,gpt2,attention/qkv,1,56,1618
example,gpt2,attention/wrapper,1,56,1619
example,gpt2,attention/dense,1,56,1620
example,gpt2,mlp/fc,1,56,1621
example,gpt2,mlp/gelu,1,56,1622
example,gpt2,mlp/proj,1,56,1623
example,gpt2,post_layernorm,1,56,1624
example,gpt2,ln_f,1,56,1625
example,gpt2,lm_head,1,56,1626
example,gpt2,vocab_embedding,1,57,1627
example,gpt2,input_layernorm,1,57,1628
example,gpt2,attention/qkv,1,57,1629
example,gpt2,attention/wrapper,1,57,1630
example,gpt2,attention/dense,1,57,1631
example,gpt2,mlp/fc,1,57,1632
example,gpt2,mlp/gelu,1,57,1633
example,gpt2,mlp/proj,1,57,1634
example,gpt2,post_layernorm,1,57,1635
example,gpt2,ln_f,1,57,1636
example,gpt2,lm_head,1,57,1637
example,gpt2,vocab_embedding,1,58,1638
example,gpt2,input_layernorm,1,58,1639
example,gpt2,attention/qkv,1,58,1640
example,gpt2,attention/wrapper,1,58,1641
example,gpt2,attention/dense,1,58,1642
example,gpt2,mlp/fc,1,58,1643
example,gpt2,mlp/gelu,1,58,1644
example,gpt2,mlp/proj,1,58,1645
example,gpt2,post_layernorm,1,58,1646
example,gpt2,ln_f,1,58,1647
example,gpt2,lm_head,1,58,1648
example,gpt2,vocab_embedding,1,59,1649
example,gpt2,input_layernorm,1,59,1650
example,gpt2,attention/qkv,1,59,1651
example,gpt2,attention/wrapper,1,59,1652
example,gpt2,attention/dense,1,59,1653
example,gpt2,mlp/fc,1,59,1654
example,gpt2,mlp/gelu,1,59,1655
example,gpt2,mlp/proj,1,59,1656
example,gpt2,post_layernorm,1,59,1657
example,gpt2,ln_f,1,59,1658
example,gpt2,lm_head,1,59,1659
example,gpt2,vocab_embedding,1,60,1660
example,gpt2,input_layernorm,1,60,1661
example,gpt2,attention/qkv,1,60,1662
example,gpt2,attention/wrapper,1,60,1663
example,gpt2,attention/dense,1,60,1664
example,gpt2,mlp/fc,1,60,1665
example,gpt2,mlp/gelu,1,60,1666
example,gpt2,mlp/proj,1,60,1667
example,gpt2,post_layernorm,1,60,1668
