layer,pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
attention,0,n<=32,sr<=15%,kvB<=1k,kp=0,0.0408,9
attention,0,n<=32,sr<=15%,kvB<=4k,kp=0,0.0587,9
attention,0,n<=32,sr<=40%,kvB<=16k,kp=0,0.0177,2
attention,0,n<=32,sr<=40%,kvB<=1k,kp=0,0.0586,2
attention,0,n<=32,sr<=40%,kvB<=4k,kp=0,0.0375,2
attention,0,n<=32,sr<=5%,kvB<=16k,kp=0,0.0926,2
attention,0,n<=32,sr<=5%,kvB<=1k,kp=0,0.0341,2
attention,0,n<=32,sr<=5%,kvB<=4k,kp=0,0.0716,2
attention,0,n<=32,sr<=70%,kvB<=16k,kp=0,0.0231,2
attention,0,n<=32,sr<=70%,kvB<=1k,kp=0,-0.292,2
attention,0,n<=32,sr<=70%,kvB<=4k,kp=0,0.0006,2
attention,0,n<=32,sr>70%,kvB<=16k,kp=0,0.0706,4
attention,0,n<=32,sr>70%,kvB<=1k,kp=0,0.3045,4
attention,0,n<=32,sr>70%,kvB<=4k,kp=0,0.2251,4
attention,0,n<=4,sr<=40%,kvB<=16k,kp=0,0.0197,2
attention,0,n<=4,sr<=40%,kvB<=1k,kp=0,0.5685,2
attention,0,n<=4,sr<=40%,kvB<=4k,kp=0,0.373,2
attention,0,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0431,2
attention,0,n<=4,sr<=70%,kvB<=1k,kp=0,0.408,2
attention,0,n<=4,sr<=70%,kvB<=4k,kp=0,0.3235,2
attention,0,n<=4,sr>70%,kvB<=16k,kp=0,0.1463,2
attention,0,n<=4,sr>70%,kvB<=1k,kp=0,0.582,2
attention,0,n<=4,sr>70%,kvB<=4k,kp=0,0.4846,2
attention,0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0014,4
attention,0,n<=64,sr<=15%,kvB<=1k,kp=0,0.0062,4
attention,0,n<=64,sr<=15%,kvB<=4k,kp=0,-0.0039,4
attention,0,n<=64,sr<=40%,kvB<=16k,kp=0,-0.0121,2
attention,0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0596,2
attention,0,n<=64,sr<=40%,kvB<=4k,kp=0,-0.0095,2
attention,0,n<=64,sr<=5%,kvB<=16k,kp=0,-0.0011,6
attention,0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0118,6
attention,0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0027,6
attention,0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0202,2
attention,0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0178,2
attention,0,n<=64,sr<=70%,kvB<=4k,kp=0,0.0025,2
attention,0,n<=64,sr>70%,kvB<=16k,kp=0,0.1086,4
attention,0,n<=64,sr>70%,kvB<=1k,kp=0,0.0088,4
attention,0,n<=64,sr>70%,kvB<=4k,kp=0,0.0518,4
attention,0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0539,5
attention,0,n<=8,sr<=15%,kvB<=1k,kp=0,0.2733,5
attention,0,n<=8,sr<=15%,kvB<=4k,kp=0,0.138,5
attention,0,n<=8,sr<=40%,kvB<=16k,kp=0,0.0044,4
attention,0,n<=8,sr<=40%,kvB<=1k,kp=0,0.2297,4
attention,0,n<=8,sr<=40%,kvB<=4k,kp=0,0.093,4
attention,0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.0011,2
attention,0,n<=8,sr<=70%,kvB<=1k,kp=0,0.1472,2
attention,0,n<=8,sr<=70%,kvB<=4k,kp=0,0.0336,2
attention,0,n<=8,sr>70%,kvB<=16k,kp=0,0.2147,4
attention,0,n<=8,sr>70%,kvB<=1k,kp=0,0.3725,4
attention,0,n<=8,sr>70%,kvB<=4k,kp=0,0.3746,4
attention,16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.096,4
attention,16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.098,4
attention,16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.0948,4
attention,16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0972,4
attention,16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0851,4
attention,16,n<=128,sr<=15%,kvB<=16k,kp=0,0.1042,8
attention,16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0647,4
attention,16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0715,4
attention,16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0736,4
attention,16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0881,4
attention,16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0725,4
attention,16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0975,9
attention,16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0193,4
attention,16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0138,4
attention,16,n<=128,sr<=15%,kvB<=4k,kp<=4k,-0.0043,4
attention,16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0182,4
attention,16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0029,4
attention,16,n<=128,sr<=15%,kvB<=4k,kp=0,0.0199,8
attention,16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.2034,2
attention,16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.2135,2
attention,16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.1885,2
attention,16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.1994,2
attention,16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.1868,2
attention,16,n<=128,sr<=40%,kvB<=16k,kp=0,0.1999,2
attention,16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.0984,2
attention,16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0801,2
attention,16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.096,2
attention,16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.1168,2
attention,16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0881,2
attention,16,n<=128,sr<=40%,kvB<=1k,kp=0,0.1179,2
attention,16,n<=128,sr<=40%,kvB<=4k,kp<=1k,-0.0136,2
attention,16,n<=128,sr<=40%,kvB<=4k,kp<=2k,-0.018,2
attention,16,n<=128,sr<=40%,kvB<=4k,kp<=4k,-0.0322,2
attention,16,n<=128,sr<=40%,kvB<=4k,kp<=512,-0.0146,2
attention,16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0369,2
attention,16,n<=128,sr<=40%,kvB<=4k,kp=0,-0.013,2
attention,16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0356,8
attention,16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.038,8
attention,16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0329,8
attention,16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0351,8
attention,16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0226,8
attention,16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0357,8
attention,16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0044,8
attention,16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0066,8
attention,16,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0145,8
attention,16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0285,8
attention,16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.018,8
attention,16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0395,8
attention,16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.029,8
attention,16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0225,8
attention,16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0015,8
attention,16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0286,8
attention,16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.0047,8
attention,16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0266,8
attention,16,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.3993,2
attention,16,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.3289,2
attention,16,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.2398,2
attention,16,n<=128,sr<=70%,kvB<=16k,kp<=512,0.3944,2
attention,16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.3034,2
attention,16,n<=128,sr<=70%,kvB<=16k,kp=0,0.293,6
attention,16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0113,2
attention,16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0737,2
attention,16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0353,2
attention,16,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0627,2
attention,16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0518,2
attention,16,n<=128,sr<=70%,kvB<=1k,kp=0,0.0148,7
attention,16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.068,2
attention,16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0211,2
attention,16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0359,2
attention,16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0487,2
attention,16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0548,2
attention,16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.111,6
attention,16,n<=128,sr>70%,kvB<=16k,kp<=1k,0.6466,4
attention,16,n<=128,sr>70%,kvB<=16k,kp<=2k,0.7495,4
attention,16,n<=128,sr>70%,kvB<=16k,kp<=4k,0.5014,4
attention,16,n<=128,sr>70%,kvB<=16k,kp<=512,0.9526,4
attention,16,n<=128,sr>70%,kvB<=16k,kp<=8k,0.4919,4
attention,16,n<=128,sr>70%,kvB<=16k,kp=0,0.8046,4
attention,16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.2828,4
attention,16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.2386,4
attention,16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.314,4
attention,16,n<=128,sr>70%,kvB<=1k,kp<=512,0.2774,4
attention,16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.3116,4
attention,16,n<=128,sr>70%,kvB<=1k,kp=0,0.2525,4
attention,16,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.8633,4
attention,16,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.8013,4
attention,16,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.8428,4
attention,16,n<=128,sr>70%,kvB<=4k,kp<=512,-0.845,4
attention,16,n<=128,sr>70%,kvB<=4k,kp<=8k,-1.0067,4
attention,16,n<=128,sr>70%,kvB<=4k,kp=0,-0.8537,4
attention,16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.4058,4
attention,16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.4234,4
attention,16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.3953,4
attention,16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.4055,4
attention,16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.2865,4
attention,16,n<=16,sr<=15%,kvB<=16k,kp=0,0.404,4
attention,16,n<=16,sr<=15%,kvB<=1k,kp<=1k,-0.0131,4
attention,16,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.0207,4
attention,16,n<=16,sr<=15%,kvB<=1k,kp<=4k,-0.0243,4
attention,16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.3188,4
attention,16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0557,4
attention,16,n<=16,sr<=15%,kvB<=1k,kp=0,0.4354,4
attention,16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.4133,4
attention,16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.3054,4
attention,16,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0637,4
attention,16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.4318,4
attention,16,n<=16,sr<=15%,kvB<=4k,kp<=8k,-0.057,4
attention,16,n<=16,sr<=15%,kvB<=4k,kp=0,0.4231,4
attention,16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.318,4
attention,16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.3195,4
attention,16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.3124,4
attention,16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.3217,4
attention,16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.2323,4
attention,16,n<=16,sr<=40%,kvB<=16k,kp=0,0.3165,4
attention,16,n<=16,sr<=40%,kvB<=1k,kp<=1k,-0.1183,4
attention,16,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.1329,4
attention,16,n<=16,sr<=40%,kvB<=1k,kp<=4k,-0.1368,4
attention,16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.3006,4
attention,16,n<=16,sr<=40%,kvB<=1k,kp<=8k,-0.0084,4
attention,16,n<=16,sr<=40%,kvB<=1k,kp=0,0.366,4
attention,16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.333,4
attention,16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.2525,4
attention,16,n<=16,sr<=40%,kvB<=4k,kp<=4k,-0.2254,4
attention,16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.3447,4
attention,16,n<=16,sr<=40%,kvB<=4k,kp<=8k,-0.2195,4
attention,16,n<=16,sr<=40%,kvB<=4k,kp=0,0.3366,4
attention,16,n<=16,sr<=70%,kvB<=16k,kp<=1k,-0.0335,2
attention,16,n<=16,sr<=70%,kvB<=16k,kp<=2k,-0.0247,2
attention,16,n<=16,sr<=70%,kvB<=16k,kp<=4k,-0.0282,2
attention,16,n<=16,sr<=70%,kvB<=16k,kp<=512,-0.032,2
attention,16,n<=16,sr<=70%,kvB<=16k,kp<=8k,-0.0961,2
attention,16,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0366,2
attention,16,n<=16,sr<=70%,kvB<=1k,kp<=1k,-0.755,2
attention,16,n<=16,sr<=70%,kvB<=1k,kp<=2k,-0.7453,2
attention,16,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.7198,2
attention,16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.012,2
attention,16,n<=16,sr<=70%,kvB<=1k,kp<=8k,-0.7459,2
attention,16,n<=16,sr<=70%,kvB<=1k,kp=0,0.0378,2
attention,16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.0105,2
attention,16,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.0497,2
attention,16,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.8656,2
attention,16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.0196,2
attention,16,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.808,2
attention,16,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0049,2
attention,16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.8855,4
attention,16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.882,4
attention,16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.8512,4
attention,16,n<=16,sr>70%,kvB<=16k,kp<=512,0.8802,4
attention,16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.8506,4
attention,16,n<=16,sr>70%,kvB<=16k,kp=0,0.8558,4
attention,16,n<=16,sr>70%,kvB<=1k,kp<=1k,0.73,4
attention,16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.6814,4
attention,16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.6718,4
attention,16,n<=16,sr>70%,kvB<=1k,kp<=512,0.8943,4
attention,16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.6973,4
attention,16,n<=16,sr>70%,kvB<=1k,kp=0,0.9167,4
attention,16,n<=16,sr>70%,kvB<=4k,kp<=1k,0.9402,4
attention,16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.9316,4
attention,16,n<=16,sr>70%,kvB<=4k,kp<=4k,0.8502,4
attention,16,n<=16,sr>70%,kvB<=4k,kp<=512,0.9241,4
attention,16,n<=16,sr>70%,kvB<=4k,kp<=8k,0.8558,4
attention,16,n<=16,sr>70%,kvB<=4k,kp=0,0.924,4
attention,16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.9965,2
attention,16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9959,2
attention,16,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.9941,2
attention,16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9924,2
attention,16,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.9961,2
attention,16,n<=2,sr<=70%,kvB<=16k,kp=0,0.9941,6
attention,16,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.0121,2
attention,16,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.437,1
attention,16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.9866,2
attention,16,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.4537,1
attention,16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9877,7
attention,16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.9858,2
attention,16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.9898,2
attention,16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9944,2
attention,16,n<=2,sr<=70%,kvB<=4k,kp<=8k,1.1,1
attention,16,n<=2,sr<=70%,kvB<=4k,kp=0,0.9921,6
attention,16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.2401,6
attention,16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.2532,6
attention,16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.2508,6
attention,16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.2373,6
attention,16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.1731,6
attention,16,n<=32,sr<=15%,kvB<=16k,kp=0,0.2273,10
attention,16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0811,6
attention,16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0357,6
attention,16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0386,6
attention,16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.2431,6
attention,16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0712,6
attention,16,n<=32,sr<=15%,kvB<=1k,kp=0,0.3188,11
attention,16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.288,6
attention,16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.2134,6
attention,16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.034,6
attention,16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.2876,6
attention,16,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0054,6
attention,16,n<=32,sr<=15%,kvB<=4k,kp=0,0.2593,10
attention,16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2154,2
attention,16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2179,2
attention,16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.2211,2
attention,16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.1859,2
attention,16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.1677,2
attention,16,n<=32,sr<=40%,kvB<=16k,kp=0,0.2133,2
attention,16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.1957,2
attention,16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1629,2
attention,16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.1486,2
attention,16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.3611,2
attention,16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.1619,2
attention,16,n<=32,sr<=40%,kvB<=1k,kp=0,0.4149,2
attention,16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.275,2
attention,16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.2264,2
attention,16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0588,2
attention,16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.2799,2
attention,16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.056,2
attention,16,n<=32,sr<=40%,kvB<=4k,kp=0,0.2762,2
attention,16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.2763,2
attention,16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.2763,2
attention,16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.2596,2
attention,16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.276,2
attention,16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.1675,2
attention,16,n<=32,sr<=5%,kvB<=16k,kp=0,0.2767,2
attention,16,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0095,2
attention,16,n<=32,sr<=5%,kvB<=1k,kp<=2k,-0.0254,2
attention,16,n<=32,sr<=5%,kvB<=1k,kp<=4k,-0.0011,2
attention,16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.1952,2
attention,16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.0138,2
attention,16,n<=32,sr<=5%,kvB<=1k,kp=0,0.2929,2
attention,16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.2938,2
attention,16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.2018,2
attention,16,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0087,2
attention,16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.3072,2
attention,16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.019,2
attention,16,n<=32,sr<=5%,kvB<=4k,kp=0,0.3063,2
attention,16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.3751,2
attention,16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.3487,2
attention,16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.4207,2
attention,16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.3925,2
attention,16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.2912,2
attention,16,n<=32,sr<=70%,kvB<=16k,kp=0,0.3156,6
attention,16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.0918,2
attention,16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.0751,2
attention,16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.0245,2
attention,16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.3296,2
attention,16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.0436,2
attention,16,n<=32,sr<=70%,kvB<=1k,kp=0,0.363,7
attention,16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.3173,2
attention,16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.2875,2
attention,16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.01,2
attention,16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.3105,2
attention,16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0059,2
attention,16,n<=32,sr<=70%,kvB<=4k,kp=0,0.3158,6
attention,16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.9474,4
attention,16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.9463,4
attention,16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.9677,4
attention,16,n<=32,sr>70%,kvB<=16k,kp<=512,0.92,4
attention,16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.9691,4
attention,16,n<=32,sr>70%,kvB<=16k,kp=0,0.9313,4
attention,16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.8348,4
attention,16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.8046,4
attention,16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.8278,4
attention,16,n<=32,sr>70%,kvB<=1k,kp<=512,0.8646,4
attention,16,n<=32,sr>70%,kvB<=1k,kp<=8k,0.7569,4
attention,16,n<=32,sr>70%,kvB<=1k,kp=0,0.8935,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.9162,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.9194,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.8746,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=512,0.8987,4
attention,16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.8722,4
attention,16,n<=32,sr>70%,kvB<=4k,kp=0,0.9097,4
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.9807,2
attention,16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.9837,2
