regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,32,8,0.25,4.0,64,8192,4096,16384,7168,6334.541,13819.434,8004.09,0.2231
mixed,32,8,0.25,4.0,128,0,128,512,224,282.753,569.919,362.657,0.2783
mixed,32,8,0.25,4.0,128,0,256,1024,448,482.849,954.658,557.473,0.1582
mixed,32,8,0.25,4.0,128,0,512,2048,896,857.699,1720.156,956.256,0.1143
mixed,32,8,0.25,4.0,128,0,1024,4096,1792,1529.326,3250.837,1731.169,0.1172
mixed,32,8,0.25,4.0,128,0,2048,8192,3584,2865.086,6387.725,3380.009,0.1462
mixed,32,8,0.25,4.0,128,0,4096,16384,7168,5605.844,12598.313,7724.195,0.3029
mixed,32,8,0.25,4.0,128,512,128,512,224,330.24,596.833,385.088,0.2057
mixed,32,8,0.25,4.0,128,512,256,1024,448,510.755,1021.055,585.373,0.1462
mixed,32,8,0.25,4.0,128,512,512,2048,896,910.05,1815.614,970.528,0.0668
mixed,32,8,0.25,4.0,128,512,1024,4096,1792,1620.864,3346.179,1767.711,0.0851
mixed,32,8,0.25,4.0,128,512,2048,8192,3584,2960.484,6451.85,3366.642,0.1163
mixed,32,8,0.25,4.0,128,512,4096,16384,7168,5676.653,12672.489,7754.408,0.297
mixed,32,8,0.25,4.0,128,1024,128,512,224,397.34,644.046,450.287,0.2146
mixed,32,8,0.25,4.0,128,1024,256,1024,448,563.853,1026.981,600.874,0.0799
mixed,32,8,0.25,4.0,128,1024,512,2048,896,929.154,1877.709,1003.335,0.0782
mixed,32,8,0.25,4.0,128,1024,1024,4096,1792,1662.199,3440.501,1779.024,0.0657
mixed,32,8,0.25,4.0,128,1024,2048,8192,3584,3053.568,6531.381,3401.976,0.1002
mixed,32,8,0.25,4.0,128,1024,4096,16384,7168,5762.277,12708.813,7753.831,0.2867
mixed,32,8,0.25,4.0,128,2048,128,512,224,522.768,797.096,576.686,0.1965
mixed,32,8,0.25,4.0,128,2048,256,1024,448,704.289,1124.828,734.045,0.0708
mixed,32,8,0.25,4.0,128,2048,512,2048,896,1031.806,1888.574,1038.751,0.0081
mixed,32,8,0.25,4.0,128,2048,1024,4096,1792,1694.072,3605.109,1827.415,0.0698
mixed,32,8,0.25,4.0,128,2048,2048,8192,3584,3168.979,6747.541,3510.912,0.0956
mixed,32,8,0.25,4.0,128,2048,4096,16384,7168,5968.837,12890.227,8032.386,0.2981
mixed,32,8,0.25,4.0,128,4096,128,512,224,736.254,1048.925,808.343,0.2306
mixed,32,8,0.25,4.0,128,4096,256,1024,448,946.688,1418.296,972.065,0.0538
mixed,32,8,0.25,4.0,128,4096,512,2048,896,1314.022,2078.144,1293.472,-0.0269
mixed,32,8,0.25,4.0,128,4096,1024,4096,1792,1905.46,3824.057,1898.467,-0.0036
mixed,32,8,0.25,4.0,128,4096,2048,8192,3584,3375.723,7639.916,3598.443,0.0522
mixed,32,8,0.25,4.0,128,4096,4096,16384,7168,6627.364,16105.525,7832.225,0.1271
mixed,32,8,0.25,4.0,128,8192,128,512,224,1114.492,1489.533,1188.035,0.1961
mixed,32,8,0.25,4.0,128,8192,256,1024,448,1369.53,1912.209,1411.638,0.0776
mixed,32,8,0.25,4.0,128,8192,512,2048,896,1792.759,2658.819,1793.973,0.0014
mixed,32,8,0.25,4.0,128,8192,1024,4096,1792,2450.438,4250.048,2433.538,-0.0094
mixed,32,8,0.25,4.0,128,8192,2048,8192,3584,3817.595,7544.776,3636.667,-0.0485
mixed,32,8,0.25,4.0,128,8192,4096,16384,7168,6708.234,16119.865,8160.126,0.1543
mixed,32,8,0.25,4.0,256,0,128,512,224,315.459,609.981,395.808,0.2728
mixed,32,8,0.25,4.0,256,0,256,1024,448,515.744,1011.84,594.333,0.1584
mixed,32,8,0.25,4.0,256,0,512,2048,896,918.301,1776.448,986.944,0.08
mixed,32,8,0.25,4.0,256,0,1024,4096,1792,1583.196,3304.176,1774.973,0.1114
mixed,32,8,0.25,4.0,256,0,2048,8192,3584,2921.883,6425.285,3398.591,0.1361
mixed,32,8,0.25,4.0,256,0,4096,16384,7168,5656.444,12638.434,7759.768,0.3012
mixed,32,8,0.25,4.0,256,512,128,512,224,396.094,660.058,450.302,0.2054
mixed,32,8,0.25,4.0,256,512,256,1024,448,567.871,1056.513,641.374,0.1504
mixed,32,8,0.25,4.0,256,512,512,2048,896,953.371,1894.471,1039.773,0.0918
mixed,32,8,0.25,4.0,256,512,1024,4096,1792,1680.853,3437.575,1816.643,0.0773
mixed,32,8,0.25,4.0,256,512,2048,8192,3584,3052.896,6528.924,3417.639,0.1049
mixed,32,8,0.25,4.0,256,512,4096,16384,7168,5761.002,12721.696,7779.001,0.2899
mixed,32,8,0.25,4.0,256,1024,128,512,224,481.488,736.31,537.837,0.2211
mixed,32,8,0.25,4.0,256,1024,256,1024,448,653.419,1090.658,691.904,0.088
mixed,32,8,0.25,4.0,256,1024,512,2048,896,1008.997,1913.97,1084.356,0.0833
mixed,32,8,0.25,4.0,256,1024,1024,4096,1792,1701.113,3579.82,1861.331,0.0853
mixed,32,8,0.25,4.0,256,1024,2048,8192,3584,3187.49,6656.658,3447.273,0.0749
mixed,32,8,0.25,4.0,256,1024,4096,16384,7168,5884.939,12821.36,8182.918,0.3313
mixed,32,8,0.25,4.0,256,2048,128,512,224,641.337,912.633,703.969,0.2309
mixed,32,8,0.25,4.0,256,2048,256,1024,448,834.057,1263.294,864.044,0.0699
mixed,32,8,0.25,4.0,256,2048,512,2048,896,1172.737,1950.453,1178.34,0.0072
mixed,32,8,0.25,4.0,256,2048,1024,4096,1792,1792.278,3758.688,1949.919,0.0802
mixed,32,8,0.25,4.0,256,2048,2048,8192,3584,3209.886,7037.343,3574.293,0.0952
mixed,32,8,0.25,4.0,256,2048,4096,16384,7168,6268.219,13215.226,8630.257,0.34
mixed,32,8,0.25,4.0,256,4096,128,512,224,957.637,1226.781,1018.674,0.2268
mixed,32,8,0.25,4.0,256,4096,256,1024,448,1148.064,1619.256,1185.566,0.0796
mixed,32,8,0.25,4.0,256,4096,512,2048,896,1536.378,2306.758,1511.808,-0.0319
mixed,32,8,0.25,4.0,256,4096,1024,4096,1792,2131.672,3886.131,2138.021,0.0036
mixed,32,8,0.25,4.0,256,4096,2048,8192,3584,3459.646,9035.383,3697.275,0.0426
mixed,32,8,0.25,4.0,256,4096,4096,16384,7168,7158.133,18673.091,8016.856,0.0746
mixed,32,8,0.25,4.0,256,8192,128,512,224,1622.968,1865.864,1667.371,0.1828
mixed,32,8,0.25,4.0,256,8192,256,1024,448,1779.221,2272.483,1819.161,0.081
mixed,32,8,0.25,4.0,256,8192,512,2048,896,2136.417,3038.464,2143.869,0.0083
mixed,32,8,0.25,4.0,256,8192,1024,4096,1792,2848.829,4662.679,2806.484,-0.0233
mixed,32,8,0.25,4.0,256,8192,2048,8192,3584,4182.246,7648.001,4087.683,-0.0273
mixed,32,8,0.25,4.0,256,8192,4096,16384,7168,6830.541,20596.825,8062.043,0.0895
mixed,32,8,0.25,4.0,512,0,128,512,224,413.206,697.484,481.331,0.2396
mixed,32,8,0.25,4.0,512,0,256,1024,448,601.581,1104.219,681.168,0.1583
mixed,32,8,0.25,4.0,512,0,512,2048,896,1000.927,1912.22,1076.227,0.0826
mixed,32,8,0.25,4.0,512,0,1024,4096,1792,1715.887,3441.629,1858.964,0.0829
mixed,32,8,0.25,4.0,512,0,2048,8192,3584,3060.55,6540.311,3452.766,0.1127
mixed,32,8,0.25,4.0,512,0,4096,16384,7168,5762.387,12733.678,7797.622,0.2919
mixed,32,8,0.25,4.0,512,512,128,512,224,543.343,802.668,600.495,0.2204
mixed,32,8,0.25,4.0,512,512,256,1024,448,720.072,1194.789,772.078,0.1096
mixed,32,8,0.25,4.0,512,512,512,2048,896,1093.478,2012.425,1171.126,0.0845
mixed,32,8,0.25,4.0,512,512,1024,4096,1792,1805.66,3624.763,1955.64,0.0824
mixed,32,8,0.25,4.0,512,512,2048,8192,3584,3235.873,6704.404,3524.474,0.0832
mixed,32,8,0.25,4.0,512,512,4096,16384,7168,5933.437,12880.149,8366.574,0.3503
mixed,32,8,0.25,4.0,512,1024,128,512,224,669.918,933.757,727.39,0.2178
mixed,32,8,0.25,4.0,512,1024,256,1024,448,851.709,1291.198,885.791,0.0775
mixed,32,8,0.25,4.0,512,1024,512,2048,896,1201.853,2103.102,1264.317,0.0693
mixed,32,8,0.25,4.0,512,1024,1024,4096,1792,1896.092,3784.004,2061.437,0.0876
mixed,32,8,0.25,4.0,512,1024,2048,8192,3584,3342.585,6908.69,3609.529,0.0749
mixed,32,8,0.25,4.0,512,1024,4096,16384,7168,6147.663,13064.419,9126.538,0.4307
mixed,32,8,0.25,4.0,512,2048,128,512,224,911.935,1187.453,974.753,0.228
mixed,32,8,0.25,4.0,512,2048,256,1024,448,1100.224,1553.853,1138.112,0.0835
mixed,32,8,0.25,4.0,512,2048,512,2048,896,1460.994,2273.191,1456.093,-0.006
mixed,32,8,0.25,4.0,512,2048,1024,4096,1792,2082.398,4017.15,2245.376,0.0842
mixed,32,8,0.25,4.0,512,2048,2048,8192,3584,3510.588,9056.269,3848.426,0.0609
mixed,32,8,0.25,4.0,512,2048,4096,16384,7168,7951.327,16682.566,7935.845,-0.0018
mixed,32,8,0.25,4.0,512,4096,128,512,224,1406.174,1678.298,1462.143,0.2057
mixed,32,8,0.25,4.0,512,4096,256,1024,448,1587.451,2050.109,1626.142,0.0836
mixed,32,8,0.25,4.0,512,4096,512,2048,896,1958.813,2785.375,1961.864,0.0037
mixed,32,8,0.25,4.0,512,4096,1024,4096,1792,2606.189,4304.627,2591.058,-0.0089
mixed,32,8,0.25,4.0,512,4096,2048,8192,3584,3898.357,10020.931,4205.091,0.0501
mixed,32,8,0.25,4.0,512,4096,4096,16384,7168,8087.831,23084.781,8634.49,0.0365
mixed,32,8,0.25,4.0,512,8192,128,512,224,2370.39,2656.634,2469.343,0.3457
mixed,32,8,0.25,4.0,512,8192,256,1024,448,2588.644,3025.327,2612.019,0.0535
mixed,32,8,0.25,4.0,512,8192,512,2048,896,2942.037,3756.814,2936.382,-0.0069
mixed,32,8,0.25,4.0,512,8192,1024,4096,1792,3626.637,5421.941,3595.712,-0.0172
mixed,32,8,0.25,4.0,512,8192,2048,8192,3584,4978.223,8404.84,4902.98,-0.022
mixed,32,8,0.25,4.0,512,8192,4096,16384,7168,7617.716,23603.433,9759.111,0.134
mixed,32,8,0.25,4.0,1024,0,128,512,224,694.24,953.408,751.987,0.2228
mixed,32,8,0.25,4.0,1024,0,256,1024,448,873.13,1351.93,923.863,0.106
mixed,32,8,0.25,4.0,1024,0,512,2048,896,1250.34,2165.563,1327.586,0.0844
mixed,32,8,0.25,4.0,1024,0,1024,4096,1792,1963.602,3808.866,2116.994,0.0831
mixed,32,8,0.25,4.0,1024,0,2048,8192,3584,3389.116,6886.758,3678.393,0.0827
mixed,32,8,0.25,4.0,1024,0,4096,16384,7168,6117.516,13035.387,8986.11,0.4147
mixed,32,8,0.25,4.0,1024,512,128,512,224,911.965,1176.065,970.94,0.2233
mixed,32,8,0.25,4.0,1024,512,256,1024,448,1091.582,1539.198,1128.125,0.0816
mixed,32,8,0.25,4.0,1024,512,512,2048,896,1445.567,2353.461,1507.168,0.0679
mixed,32,8,0.25,4.0,1024,512,1024,4096,1792,2145.98,4014.489,2313.114,0.0894
mixed,32,8,0.25,4.0,1024,512,2048,8192,3584,3574.495,7596.997,3898.76,0.0806
mixed,32,8,0.25,4.0,1024,512,4096,16384,7168,6763.369,13787.468,9395.824,0.3748
mixed,32,8,0.25,4.0,1024,1024,128,512,224,1125.083,1394.78,1185.496,0.224
mixed,32,8,0.25,4.0,1024,1024,256,1024,448,1309.021,1758.141,1346.589,0.0836
mixed,32,8,0.25,4.0,1024,1024,512,2048,896,1666.88,2537.177,1687.643,0.0239
mixed,32,8,0.25,4.0,1024,1024,1024,4096,1792,2335.193,4251.581,2488.889,0.0802
mixed,32,8,0.25,4.0,1024,1024,2048,8192,3584,3775.777,10031.404,4085.153,0.0495
mixed,32,8,0.25,4.0,1024,1024,4096,16384,7168,8805.339,19425.322,9391.863,0.0552
mixed,32,8,0.25,4.0,1024,2048,128,512,224,1548.799,1825.502,1609.503,0.2194
mixed,32,8,0.25,4.0,1024,2048,256,1024,448,1737.047,2196.576,1775.941,0.0846
mixed,32,8,0.25,4.0,1024,2048,512,2048,896,2103.033,2914.047,2096.827,-0.0077
mixed,32,8,0.25,4.0,1024,2048,1024,4096,1792,2736.474,4609.982,2845.787,0.0583
mixed,32,8,0.25,4.0,1024,2048,2048,8192,3584,4154.851,12083.73,4571.105,0.0525
mixed,32,8,0.25,4.0,1024,2048,4096,16384,7168,10274.218,24093.717,10200.691,-0.0053
mixed,32,8,0.25,4.0,1024,4096,128,512,224,2405.364,2684.278,2459.965,0.1958
mixed,32,8,0.25,4.0,1024,4096,256,1024,448,2589.566,3055.359,2624.25,0.0745
mixed,32,8,0.25,4.0,1024,4096,512,2048,896,2961.918,3804.418,2964.662,0.0033
mixed,32,8,0.25,4.0,1024,4096,1024,4096,1792,3617.405,5374.912,3596.249,-0.012
mixed,32,8,0.25,4.0,1024,4096,2048,8192,3584,4917.6,11040.929,5180.012,0.0429
mixed,32,8,0.25,4.0,1024,4096,4096,16384,7168,9024.419,26065.725,9226.32,0.0118
mixed,32,8,0.25,4.0,1024,8192,128,512,224,3957.257,4393.431,4057.811,0.2305
mixed,32,8,0.25,4.0,1024,8192,256,1024,448,4291.318,4769.501,4338.078,0.0978
mixed,32,8,0.25,4.0,1024,8192,512,2048,896,4660.1,5524.312,4659.28,-0.0009
mixed,32,8,0.25,4.0,1024,8192,1024,4096,1792,5329.594,7042.987,5332.957,0.002
mixed,32,8,0.25,4.0,1024,8192,2048,8192,3584,6672.321,10143.823,6617.795,-0.0157
mixed,32,8,0.25,4.0,1024,8192,4096,16384,7168,9466.325,26429.373,10594.569,0.0665
mixed,32,8,0.25,4.0,2048,0,128,512,224,1521.693,1790.942,1582.017,0.224
mixed,32,8,0.25,4.0,2048,0,256,1024,448,1705.631,2154.559,1743.747,0.0849
mixed,32,8,0.25,4.0,2048,0,512,2048,896,2062.973,2950.242,2094.08,0.0351
mixed,32,8,0.25,4.0,2048,0,1024,4096,1792,2746.554,4628.26,2895.134,0.079
mixed,32,8,0.25,4.0,2048,0,2048,8192,3584,4173.085,11302.258,4491.42,0.0447
mixed,32,8,0.25,4.0,2048,0,4096,16384,7168,10115.478,22621.849,10472.536,0.0286
mixed,32,8,0.25,4.0,2048,512,128,512,224,1918.207,2190.979,1979.676,0.2253
mixed,32,8,0.25,4.0,2048,512,256,1024,448,2102.646,2557.019,2142.589,0.0879
mixed,32,8,0.25,4.0,2048,512,512,2048,896,2464.988,3323.902,2458.396,-0.0077
mixed,32,8,0.25,4.0,2048,512,1024,4096,1792,3115.776,5031.293,3267.262,0.0791
mixed,32,8,0.25,4.0,2048,512,2048,8192,3584,4568.351,12865.609,4865.661,0.0358
mixed,32,8,0.25,4.0,2048,512,4096,16384,7168,11024.237,25086.445,11231.064,0.0147
mixed,32,8,0.25,4.0,2048,1024,128,512,224,2314.81,2591.386,2377.661,0.2272
mixed,32,8,0.25,4.0,2048,1024,256,1024,448,2503.501,2960.033,2541.851,0.084
mixed,32,8,0.25,4.0,2048,1024,512,2048,896,2863.706,3687.65,2869.347,0.0068
mixed,32,8,0.25,4.0,2048,1024,1024,4096,1792,3510.078,5380.899,3632.473,0.0654
mixed,32,8,0.25,4.0,2048,1024,2048,8192,3584,4930.305,13375.157,5240.963,0.0368
mixed,32,8,0.25,4.0,2048,1024,4096,16384,7168,11447.527,26327.501,11230.443,-0.0146
mixed,32,8,0.25,4.0,2048,2048,128,512,224,3105.696,3388.704,3171.422,0.2322
mixed,32,8,0.25,4.0,2048,2048,256,1024,448,3296.641,3763.291,3337.049,0.0866
mixed,32,8,0.25,4.0,2048,2048,512,2048,896,3673.174,4495.465,3669.885,-0.004
mixed,32,8,0.25,4.0,2048,2048,1024,4096,1792,4309.669,6091.91,4373.926,0.0361
mixed,32,8,0.25,4.0,2048,2048,2048,8192,3584,5644.922,13590.288,5988.122,0.0432
mixed,32,8,0.25,4.0,2048,2048,4096,16384,7168,11178.702,27014.511,11640.83,0.0292
mixed,32,8,0.25,4.0,2048,4096,128,512,224,4683.939,4976.597,4750.017,0.2258
mixed,32,8,0.25,4.0,2048,4096,256,1024,448,4884.253,5367.455,4916.792,0.0673
mixed,32,8,0.25,4.0,2048,4096,512,2048,896,5264.55,6108.762,5259.518,-0.006
mixed,32,8,0.25,4.0,2048,4096,1024,4096,1792,5941.907,7566.734,5915.952,-0.016
mixed,32,8,0.25,4.0,2048,4096,2048,8192,3584,7207.181,13465.992,7476.463,0.043
mixed,32,8,0.25,4.0,2048,4096,4096,16384,7168,11577.489,27338.513,12154.923,0.0366
mixed,32,8,0.25,4.0,2048,8192,128,512,224,7774.179,8067.346,7783.33,0.0312
mixed,32,8,0.25,4.0,2048,8192,256,1024,448,7945.572,8533.49,7970.347,0.0421
mixed,32,8,0.25,4.0,2048,8192,512,2048,896,8434.624,9311.775,8416.093,-0.0211
mixed,32,8,0.25,4.0,2048,8192,1024,4096,1792,9106.639,10821.362,9108.357,0.001
mixed,32,8,0.25,4.0,2048,8192,2048,8192,3584,10489.394,13728.293,10425.143,-0.0198
mixed,32,8,0.25,4.0,2048,8192,4096,16384,7168,12995.336,27472.281,14010.705,0.0701
pure,32,16,0.5,4.0,0,0,128,512,320,223.36,321.313,239.426,0.164
pure,32,16,0.5,4.0,0,0,256,1024,640,380.191,546.947,415.036,0.209
pure,32,16,0.5,4.0,0,0,512,2048,1280,658.151,973.918,725.63,0.2137
pure,32,16,0.5,4.0,0,0,1024,4096,2560,1179.49,1829.03,1327.966,0.2286
pure,32,16,0.5,4.0,0,0,2048,8192,5120,2253.345,3511.202,2522.133,0.2137
pure,32,16,0.5,4.0,0,0,4096,16384,10240,4355.815,6888.118,4867.625,0.2021
mixed,32,16,0.5,4.0,16,0,128,512,320,361.208,544.608,415.296,0.2949
mixed,32,16,0.5,4.0,16,0,256,1024,640,642.199,929.375,688.063,0.1597
mixed,32,16,0.5,4.0,16,0,512,2048,1280,1121.846,1695.869,1218.017,0.1675
mixed,32,16,0.5,4.0,16,0,1024,4096,2560,2078.307,3228.698,2256.022,0.1545
mixed,32,16,0.5,4.0,16,0,2048,8192,5120,4018.178,6376.296,4690.946,0.2853
mixed,32,16,0.5,4.0,16,0,4096,16384,10240,7932.554,12582.113,12825.933,1.0524
mixed,32,16,0.5,4.0,16,512,128,512,320,402.779,585.585,425.972,0.1269
mixed,32,16,0.5,4.0,16,512,256,1024,640,686.527,983.789,696.779,0.0345
mixed,32,16,0.5,4.0,16,512,512,2048,1280,1178.459,1751.286,1231.971,0.0934
mixed,32,16,0.5,4.0,16,512,1024,4096,2560,2137.443,3290.179,2270.098,0.1151
mixed,32,16,0.5,4.0,16,512,2048,8192,5120,4078.782,6420.3,4653.969,0.2456
mixed,32,16,0.5,4.0,16,512,4096,16384,10240,7973.598,12625.247,12582.92,0.9909
mixed,32,16,0.5,4.0,16,1024,128,512,320,453.397,630.194,482.421,0.1642
mixed,32,16,0.5,4.0,16,1024,256,1024,640,723.915,1014.44,705.805,-0.0623
mixed,32,16,0.5,4.0,16,1024,512,2048,1280,1221.182,1798.711,1241.984,0.036
mixed,32,16,0.5,4.0,16,1024,1024,4096,2560,2184.814,3339.061,2281.491,0.0838
mixed,32,16,0.5,4.0,16,1024,2048,8192,5120,4123.84,6480.996,4711.698,0.2494
mixed,32,16,0.5,4.0,16,1024,4096,16384,10240,8031.712,12682.68,12719.54,1.0079
mixed,32,16,0.5,4.0,16,2048,128,512,320,549.52,728.526,590.768,0.2304
mixed,32,16,0.5,4.0,16,2048,256,1024,640,822.385,1104.743,809.74,-0.0448
mixed,32,16,0.5,4.0,16,2048,512,2048,1280,1293.789,1875.728,1258.8,-0.0601
mixed,32,16,0.5,4.0,16,2048,1024,4096,2560,2284.111,3437.006,2320.933,0.0319
mixed,32,16,0.5,4.0,16,2048,2048,8192,5120,4220.376,6583.517,4916.809,0.2947
mixed,32,16,0.5,4.0,16,2048,4096,16384,10240,8140.105,12779.576,13418.018,1.1376
mixed,32,16,0.5,4.0,16,4096,128,512,320,772.446,920.928,794.816,0.1507
mixed,32,16,0.5,4.0,16,4096,256,1024,640,1016.896,1301.2,1032.202,0.0538
mixed,32,16,0.5,4.0,16,4096,512,2048,1280,1489.471,2058.53,1472.764,-0.0294
mixed,32,16,0.5,4.0,16,4096,1024,4096,2560,2443.475,3657.079,2356.331,-0.0718
mixed,32,16,0.5,4.0,16,4096,2048,8192,5120,4496.067,6925.812,5073.237,0.2375
mixed,32,16,0.5,4.0,16,4096,4096,16384,10240,8567.396,13316.283,12817.145,0.8949
mixed,32,16,0.5,4.0,16,8192,128,512,320,1152.082,1355.456,1172.799,0.1019
mixed,32,16,0.5,4.0,16,8192,256,1024,640,1461.846,1691.464,1433.258,-0.1245
mixed,32,16,0.5,4.0,16,8192,512,2048,1280,1876.057,2448.972,1912.004,0.0627
mixed,32,16,0.5,4.0,16,8192,1024,4096,2560,2868.301,4168.812,2790.122,-0.0601
mixed,32,16,0.5,4.0,16,8192,2048,8192,5120,4929.129,7204.702,5254.894,0.1432
mixed,32,16,0.5,4.0,16,8192,4096,16384,10240,8850.287,13837.849,13662.707,0.9649
mixed,32,16,0.5,4.0,32,0,128,512,320,361.431,546.224,414.866,0.2892
mixed,32,16,0.5,4.0,32,0,256,1024,640,642.193,932.169,688.75,0.1606
mixed,32,16,0.5,4.0,32,0,512,2048,1280,1122.241,1695.946,1218.055,0.167
mixed,32,16,0.5,4.0,32,0,1024,4096,2560,2079.348,3232.886,2258.765,0.1555
mixed,32,16,0.5,4.0,32,0,2048,8192,5120,4018.806,6380.873,4668.452,0.275
mixed,32,16,0.5,4.0,32,0,4096,16384,10240,7934.391,12598.024,13032.765,1.0932
mixed,32,16,0.5,4.0,32,512,128,512,320,402.833,584.909,426.864,0.132
mixed,32,16,0.5,4.0,32,512,256,1024,640,687.53,983.626,696.101,0.0289
mixed,32,16,0.5,4.0,32,512,512,2048,1280,1175.482,1752.419,1233.693,0.1009
mixed,32,16,0.5,4.0,32,512,1024,4096,2560,2133.348,3294.183,2270.895,0.1185
mixed,32,16,0.5,4.0,32,512,2048,8192,5120,4073.65,6424.359,4670.333,0.2538
mixed,32,16,0.5,4.0,32,512,4096,16384,10240,7976.154,12629.466,12742.21,1.0242
mixed,32,16,0.5,4.0,32,1024,128,512,320,454.194,629.457,484.097,0.1706
mixed,32,16,0.5,4.0,32,1024,256,1024,640,724.733,1014.75,704.702,-0.0691
mixed,32,16,0.5,4.0,32,1024,512,2048,1280,1221.183,1797.884,1242.112,0.0363
mixed,32,16,0.5,4.0,32,1024,1024,4096,2560,2181.095,3340.676,2284.579,0.0892
mixed,32,16,0.5,4.0,32,1024,2048,8192,5120,4124.503,6480.535,4731.047,0.2574
mixed,32,16,0.5,4.0,32,1024,4096,16384,10240,8031.823,12684.49,13206.554,1.1122
mixed,32,16,0.5,4.0,32,2048,128,512,320,551.808,728.707,591.838,0.2263
mixed,32,16,0.5,4.0,32,2048,256,1024,640,822.812,1105.695,810.316,-0.0442
mixed,32,16,0.5,4.0,32,2048,512,2048,1280,1294.084,1875.348,1258.595,-0.0611
mixed,32,16,0.5,4.0,32,2048,1024,4096,2560,2276.565,3436.38,2322.337,0.0395
mixed,32,16,0.5,4.0,32,2048,2048,8192,5120,4218.029,6589.481,5084.33,0.3653
mixed,32,16,0.5,4.0,32,2048,4096,16384,10240,8141.8,12798.996,13662.46,1.1854
mixed,32,16,0.5,4.0,32,4096,128,512,320,772.555,921.479,797.966,0.1706
mixed,32,16,0.5,4.0,32,4096,256,1024,640,1016.168,1300.663,1032.996,0.0592
mixed,32,16,0.5,4.0,32,4096,512,2048,1280,1489.565,2057.148,1474.81,-0.026
mixed,32,16,0.5,4.0,32,4096,1024,4096,2560,2440.153,3664.662,2354.86,-0.0697
mixed,32,16,0.5,4.0,32,4096,2048,8192,5120,4498.309,6937.349,5059.261,0.23
mixed,32,16,0.5,4.0,32,4096,4096,16384,10240,8550.555,13394.259,13001.642,0.9189
mixed,32,16,0.5,4.0,32,8192,128,512,320,1151.174,1352.16,1174.021,0.1137
mixed,32,16,0.5,4.0,32,8192,256,1024,640,1460.88,1692.223,1433.03,-0.1204
mixed,32,16,0.5,4.0,32,8192,512,2048,1280,1874.793,2448.379,1912.332,0.0654
mixed,32,16,0.5,4.0,32,8192,1024,4096,2560,2865.675,4173.112,2791.957,-0.0564
mixed,32,16,0.5,4.0,32,8192,2048,8192,5120,4940.475,7202.872,5356.896,0.1841
mixed,32,16,0.5,4.0,32,8192,4096,16384,10240,8852.759,13794.96,13617.106,0.964
mixed,32,16,0.5,4.0,64,0,128,512,320,362.817,546.624,415.869,0.2886
mixed,32,16,0.5,4.0,64,0,256,1024,640,644.774,932.294,688.834,0.1532
mixed,32,16,0.5,4.0,64,0,512,2048,1280,1122.277,1697.485,1219.716,0.1694
mixed,32,16,0.5,4.0,64,0,1024,4096,2560,2076.102,3231.642,2256.143,0.1558
mixed,32,16,0.5,4.0,64,0,2048,8192,5120,4020.665,6380.666,4659.328,0.2706
mixed,32,16,0.5,4.0,64,0,4096,16384,10240,7932.045,12588.058,12939.899,1.0756
mixed,32,16,0.5,4.0,64,512,128,512,320,404.642,585.571,427.395,0.1258
mixed,32,16,0.5,4.0,64,512,256,1024,640,688.068,983.462,697.827,0.033
mixed,32,16,0.5,4.0,64,512,512,2048,1280,1177.672,1749.638,1233.091,0.0969
mixed,32,16,0.5,4.0,64,512,1024,4096,2560,2133.193,3291.027,2267.344,0.1159
mixed,32,16,0.5,4.0,64,512,2048,8192,5120,4078.237,6434.322,4647.368,0.2416
mixed,32,16,0.5,4.0,64,512,4096,16384,10240,7986.572,12635.267,12856.259,1.0475
mixed,32,16,0.5,4.0,64,1024,128,512,320,454.721,631.555,483.811,0.1645
mixed,32,16,0.5,4.0,64,1024,256,1024,640,725.478,1015.254,706.178,-0.0666
mixed,32,16,0.5,4.0,64,1024,512,2048,1280,1221.094,1800.633,1243.084,0.0379
mixed,32,16,0.5,4.0,64,1024,1024,4096,2560,2185.612,3343.507,2280.545,0.082
mixed,32,16,0.5,4.0,64,1024,2048,8192,5120,4129.199,6482.324,4722.251,0.252
mixed,32,16,0.5,4.0,64,1024,4096,16384,10240,8033.243,12689.067,13078.071,1.0836
mixed,32,16,0.5,4.0,64,2048,128,512,320,552.112,730.546,592.822,0.2282
mixed,32,16,0.5,4.0,64,2048,256,1024,640,824.594,1107.12,811.655,-0.0458
mixed,32,16,0.5,4.0,64,2048,512,2048,1280,1295.235,1875.015,1260.14,-0.0605
mixed,32,16,0.5,4.0,64,2048,1024,4096,2560,2278.157,3432.69,2318.479,0.0349
mixed,32,16,0.5,4.0,64,2048,2048,8192,5120,4226.06,6592.295,4933.503,0.299
mixed,32,16,0.5,4.0,64,2048,4096,16384,10240,8139.081,12782.384,13532.059,1.1615
mixed,32,16,0.5,4.0,64,4096,128,512,320,775.658,922.536,797.414,0.1481
mixed,32,16,0.5,4.0,64,4096,256,1024,640,1016.096,1302.378,1033.506,0.0608
mixed,32,16,0.5,4.0,64,4096,512,2048,1280,1490.212,2058.604,1475.102,-0.0266
mixed,32,16,0.5,4.0,64,4096,1024,4096,2560,2443.852,3664.692,2352.146,-0.0751
mixed,32,16,0.5,4.0,64,4096,2048,8192,5120,4498.028,6927.337,5187.18,0.2837
