model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['384', '298', '258', '192', '189', '180', '176', '172', '152', '133', '124', '118', '114', '112', '111', '110', '109', '107', '105', '102', '98', '98', '95', '93', '91', '90', '89', '86', '86', '86', '83', '80', '78', '78', '77', '77', '75', '74', '72', '71', '70', '69', '69', '67', '67', '66', '64', '63', '61', '60', '60', '59', '58', '58', '56', '56', '55', '55', '53', '52', '51', '51', '51', '51', '50', '49', '48', '48', '46', '43', '42', '41', '41', '41', '40', '39', '39', '38', '37', '36', '34', '33', '33', '32', '31', '30', '30', '30', '30', '29', '29', '28', '27', '26', '25', '25', '24', '23', '21', '20', '20', '20', '19', '19', '18', '18', '18', '17', '17', '16', '16', '15', '14', '14', '13', '13', '12', '12', '11', '11', '11', '10', '10', '10', '9', '9', '9', '8']
model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['355', '272', '203', '190', '186', '177', '173', '165', '142', '131', '124', '117', '112', '112', '110', '110', '109', '106', '104', '100', '98', '97', '95', '92', '90', '90', '89', '86', '86', '84', '82', '80', '78', '77', '77', '76', '74', '73', '72', '70', '69', '69', '69', '67', '67', '65', '63', '61', '61', '60', '59', '59', '58', '57', '56', '55', '55', '53', '52', '52', '51', '51', '51', '50', '49', '48', '48', '47', '44', '43', '42', '41', '41', '41', '40', '39', '38', '37', '37', '34', '33', '33', '32', '31', '30', '30', '30', '30', '29', '29', '28', '28', '26', '26', '25', '24', '23', '21', '21', '20', '20', '19', '19', '18', '18', '18', '17', '17', '16', '16', '15', '14', '14', '14', '13', '13', '12', '12', '11', '11', '11', '10', '10', '9', '9', '9', '9', '8']
[0.5s] Avg Throughput: propmt: 0, generation: 512
---------------------------
Exiting The Simulator
Unfreed Memory Exists
Checking Non-Exited Systems ...
---------------------------
All Request Has Been Exited
---------------------------
{'id': 0, 'model': 'gpt3-6.7b', 'input': 384, 'output': 385, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 15, 'model': 'gpt3-6.7b', 'input': 165, 'output': 166, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 16, 'model': 'gpt3-6.7b', 'input': 152, 'output': 153, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 17, 'model': 'gpt3-6.7b', 'input': 142, 'output': 143, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 18, 'model': 'gpt3-6.7b', 'input': 133, 'output': 134, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 19, 'model': 'gpt3-6.7b', 'input': 131, 'output': 132, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 20, 'model': 'gpt3-6.7b', 'input': 124, 'output': 125, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 21, 'model': 'gpt3-6.7b', 'input': 124, 'output': 125, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 22, 'model': 'gpt3-6.7b', 'input': 117, 'output': 118, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 23, 'model': 'gpt3-6.7b', 'input': 118, 'output': 119, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 24, 'model': 'gpt3-6.7b', 'input': 114, 'output': 115, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 25, 'model': 'gpt3-6.7b', 'input': 112, 'output': 113, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 26, 'model': 'gpt3-6.7b', 'input': 112, 'output': 113, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 27, 'model': 'gpt3-6.7b', 'input': 111, 'output': 112, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 28, 'model': 'gpt3-6.7b', 'input': 110, 'output': 111, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 29, 'model': 'gpt3-6.7b', 'input': 110, 'output': 111, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 30, 'model': 'gpt3-6.7b', 'input': 109, 'output': 110, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 31, 'model': 'gpt3-6.7b', 'input': 109, 'output': 110, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 32, 'model': 'gpt3-6.7b', 'input': 107, 'output': 108, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 33, 'model': 'gpt3-6.7b', 'input': 106, 'output': 107, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 34, 'model': 'gpt3-6.7b', 'input': 112, 'output': 113, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 35, 'model': 'gpt3-6.7b', 'input': 110, 'output': 111, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 36, 'model': 'gpt3-6.7b', 'input': 105, 'output': 106, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 37, 'model': 'gpt3-6.7b', 'input': 104, 'output': 105, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 38, 'model': 'gpt3-6.7b', 'input': 102, 'output': 103, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 39, 'model': 'gpt3-6.7b', 'input': 100, 'output': 101, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 40, 'model': 'gpt3-6.7b', 'input': 98, 'output': 99, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 41, 'model': 'gpt3-6.7b', 'input': 98, 'output': 99, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 42, 'model': 'gpt3-6.7b', 'input': 98, 'output': 99, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 43, 'model': 'gpt3-6.7b', 'input': 97, 'output': 98, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 44, 'model': 'gpt3-6.7b', 'input': 95, 'output': 96, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 45, 'model': 'gpt3-6.7b', 'input': 95, 'output': 96, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 46, 'model': 'gpt3-6.7b', 'input': 93, 'output': 94, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 47, 'model': 'gpt3-6.7b', 'input': 92, 'output': 93, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 48, 'model': 'gpt3-6.7b', 'input': 91, 'output': 92, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 49, 'model': 'gpt3-6.7b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 50, 'model': 'gpt3-6.7b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 51, 'model': 'gpt3-6.7b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 52, 'model': 'gpt3-6.7b', 'input': 89, 'output': 90, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 53, 'model': 'gpt3-6.7b', 'input': 89, 'output': 90, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 54, 'model': 'gpt3-6.7b', 'input': 86, 'output': 87, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 55, 'model': 'gpt3-6.7b', 'input': 86, 'output': 87, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 56, 'model': 'gpt3-6.7b', 'input': 86, 'output': 87, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 57, 'model': 'gpt3-6.7b', 'input': 86, 'output': 87, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 58, 'model': 'gpt3-6.7b', 'input': 84, 'output': 85, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 59, 'model': 'gpt3-6.7b', 'input': 83, 'output': 84, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 60, 'model': 'gpt3-6.7b', 'input': 82, 'output': 83, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 61, 'model': 'gpt3-6.7b', 'input': 80, 'output': 81, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 62, 'model': 'gpt3-6.7b', 'input': 80, 'output': 81, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 63, 'model': 'gpt3-6.7b', 'input': 78, 'output': 79, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 64, 'model': 'gpt3-6.7b', 'input': 78, 'output': 79, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 65, 'model': 'gpt3-6.7b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 66, 'model': 'gpt3-6.7b', 'input': 76, 'output': 77, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 67, 'model': 'gpt3-6.7b', 'input': 86, 'output': 87, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 68, 'model': 'gpt3-6.7b', 'input': 78, 'output': 79, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 69, 'model': 'gpt3-6.7b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 70, 'model': 'gpt3-6.7b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 71, 'model': 'gpt3-6.7b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 72, 'model': 'gpt3-6.7b', 'input': 75, 'output': 76, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 73, 'model': 'gpt3-6.7b', 'input': 74, 'output': 75, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 74, 'model': 'gpt3-6.7b', 'input': 74, 'output': 75, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 75, 'model': 'gpt3-6.7b', 'input': 72, 'output': 73, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 76, 'model': 'gpt3-6.7b', 'input': 72, 'output': 73, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 77, 'model': 'gpt3-6.7b', 'input': 71, 'output': 72, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 78, 'model': 'gpt3-6.7b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 79, 'model': 'gpt3-6.7b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 80, 'model': 'gpt3-6.7b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 81, 'model': 'gpt3-6.7b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 82, 'model': 'gpt3-6.7b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 83, 'model': 'gpt3-6.7b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 84, 'model': 'gpt3-6.7b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 85, 'model': 'gpt3-6.7b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 86, 'model': 'gpt3-6.7b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 87, 'model': 'gpt3-6.7b', 'input': 66, 'output': 67, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 88, 'model': 'gpt3-6.7b', 'input': 73, 'output': 74, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 89, 'model': 'gpt3-6.7b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 90, 'model': 'gpt3-6.7b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 91, 'model': 'gpt3-6.7b', 'input': 65, 'output': 66, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 92, 'model': 'gpt3-6.7b', 'input': 64, 'output': 65, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 93, 'model': 'gpt3-6.7b', 'input': 63, 'output': 64, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 94, 'model': 'gpt3-6.7b', 'input': 63, 'output': 64, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 95, 'model': 'gpt3-6.7b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 96, 'model': 'gpt3-6.7b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 97, 'model': 'gpt3-6.7b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 98, 'model': 'gpt3-6.7b', 'input': 60, 'output': 61, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 99, 'model': 'gpt3-6.7b', 'input': 60, 'output': 61, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 100, 'model': 'gpt3-6.7b', 'input': 60, 'output': 61, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 101, 'model': 'gpt3-6.7b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 102, 'model': 'gpt3-6.7b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 103, 'model': 'gpt3-6.7b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 104, 'model': 'gpt3-6.7b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 105, 'model': 'gpt3-6.7b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 106, 'model': 'gpt3-6.7b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 107, 'model': 'gpt3-6.7b', 'input': 57, 'output': 58, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 108, 'model': 'gpt3-6.7b', 'input': 56, 'output': 57, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 109, 'model': 'gpt3-6.7b', 'input': 56, 'output': 57, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 110, 'model': 'gpt3-6.7b', 'input': 56, 'output': 57, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 111, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 112, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 113, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 114, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 115, 'model': 'gpt3-6.7b', 'input': 53, 'output': 54, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 116, 'model': 'gpt3-6.7b', 'input': 53, 'output': 54, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 117, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 118, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 119, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 120, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 121, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 122, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 123, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 124, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 125, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 126, 'model': 'gpt3-6.7b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 127, 'model': 'gpt3-6.7b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 128, 'model': 'gpt3-6.7b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 129, 'model': 'gpt3-6.7b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 130, 'model': 'gpt3-6.7b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 131, 'model': 'gpt3-6.7b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 132, 'model': 'gpt3-6.7b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 133, 'model': 'gpt3-6.7b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 134, 'model': 'gpt3-6.7b', 'input': 47, 'output': 48, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 135, 'model': 'gpt3-6.7b', 'input': 44, 'output': 45, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 136, 'model': 'gpt3-6.7b', 'input': 43, 'output': 44, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 137, 'model': 'gpt3-6.7b', 'input': 43, 'output': 44, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 138, 'model': 'gpt3-6.7b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 139, 'model': 'gpt3-6.7b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 140, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 141, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 142, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 143, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 144, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 145, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 146, 'model': 'gpt3-6.7b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 147, 'model': 'gpt3-6.7b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 148, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 149, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 150, 'model': 'gpt3-6.7b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 151, 'model': 'gpt3-6.7b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 152, 'model': 'gpt3-6.7b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 153, 'model': 'gpt3-6.7b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 154, 'model': 'gpt3-6.7b', 'input': 36, 'output': 37, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 155, 'model': 'gpt3-6.7b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 156, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 157, 'model': 'gpt3-6.7b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 158, 'model': 'gpt3-6.7b', 'input': 34, 'output': 35, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 159, 'model': 'gpt3-6.7b', 'input': 34, 'output': 35, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 160, 'model': 'gpt3-6.7b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 161, 'model': 'gpt3-6.7b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 162, 'model': 'gpt3-6.7b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 163, 'model': 'gpt3-6.7b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 164, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 165, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 166, 'model': 'gpt3-6.7b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 167, 'model': 'gpt3-6.7b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 168, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 169, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 170, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 171, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 172, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 173, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 174, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 175, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
{'id': 176, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 17290536, 'latency': 17290536}
