model: gpt3-30b, num requests: 256, total length: 256, prompt/kv_cache length: ['407', '330', '303', '302', '282', '253', '243', '221', '194', '191', '178', '168', '165', '165', '163', '152', '150', '144', '143', '137', '135', '132', '131', '130', '129', '129', '129', '126', '123', '123', '121', '120', '137', '120', '117', '115', '115', '114', '112', '112', '107', '130', '110', '107', '106', '103', '103', '101', '99', '98', '104', '101', '92', '91', '91', '90', '90', '88', '86', '92', '92', '85', '85', '84', '84', '82', '81', '81', '81', '81', '80', '80', '80', '79', '79', '78', '77', '77', '83', '79', '78', '75', '75', '71', '70', '70', '69', '69', '68', '67', '66', '69', '67', '67', '66', '65', '64', '62', '62', '61', '61', '59', '59', '58', '81', '62', '58', '56', '54', '54', '53', '53', '51', '51', '50', '50', '50', '50', '49', '49', '49', '48', '48', '48', '46', '46', '56', '52', '50', '48', '47', '46', '45', '45', '45', '44', '43', '43', '43', '42', '42', '41', '41', '41', '40', '40', '40', '39', '38', '38', '38', '38', '37', '36', '36', '35', '47', '36', '35', '34', '33', '32', '30', '30', '30', '30', '29', '28', '27', '26', '54', '32', '28', '28', '27', '26', '26', '25', '24', '24', '24', '23', '23', '23', '23', '23', '23', '23', '22', '22', '22', '22', '22', '22', '21', '21', '21', '20', '20', '20', '20', '19', '19', '19', '19', '18', '18', '18', '17', '17', '17', '16', '14', '23', '21', '18', '17', '15', '15', '14', '14', '14', '14', '14', '14', '13', '13', '13', '13', '12', '12', '12', '12', '11', '11', '11', '10', '10', '10', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '9', '8', '8', '7', '7', '7', '6']
[0.5s] Avg Throughput: propmt: 0, generation: 512
---------------------------
Exiting The Simulator
Unfreed Memory Exists
Checking Non-Exited Systems ...
---------------------------
All Request Has Been Exited
---------------------------
{'id': 0, 'model': 'gpt3-30b', 'input': 407, 'output': 408, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 23, 'model': 'gpt3-30b', 'input': 130, 'output': 131, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 24, 'model': 'gpt3-30b', 'input': 129, 'output': 130, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 25, 'model': 'gpt3-30b', 'input': 129, 'output': 130, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 26, 'model': 'gpt3-30b', 'input': 129, 'output': 130, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 27, 'model': 'gpt3-30b', 'input': 126, 'output': 127, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 28, 'model': 'gpt3-30b', 'input': 123, 'output': 124, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 29, 'model': 'gpt3-30b', 'input': 123, 'output': 124, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 30, 'model': 'gpt3-30b', 'input': 121, 'output': 122, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 31, 'model': 'gpt3-30b', 'input': 120, 'output': 121, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 32, 'model': 'gpt3-30b', 'input': 137, 'output': 138, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 33, 'model': 'gpt3-30b', 'input': 120, 'output': 121, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 34, 'model': 'gpt3-30b', 'input': 117, 'output': 118, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 35, 'model': 'gpt3-30b', 'input': 115, 'output': 116, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 36, 'model': 'gpt3-30b', 'input': 115, 'output': 116, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 37, 'model': 'gpt3-30b', 'input': 114, 'output': 115, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 38, 'model': 'gpt3-30b', 'input': 112, 'output': 113, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 39, 'model': 'gpt3-30b', 'input': 112, 'output': 113, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 40, 'model': 'gpt3-30b', 'input': 107, 'output': 108, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 41, 'model': 'gpt3-30b', 'input': 130, 'output': 131, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 42, 'model': 'gpt3-30b', 'input': 110, 'output': 111, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 43, 'model': 'gpt3-30b', 'input': 107, 'output': 108, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 44, 'model': 'gpt3-30b', 'input': 106, 'output': 107, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 45, 'model': 'gpt3-30b', 'input': 103, 'output': 104, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 46, 'model': 'gpt3-30b', 'input': 103, 'output': 104, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 47, 'model': 'gpt3-30b', 'input': 101, 'output': 102, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 48, 'model': 'gpt3-30b', 'input': 99, 'output': 100, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 49, 'model': 'gpt3-30b', 'input': 98, 'output': 99, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 50, 'model': 'gpt3-30b', 'input': 104, 'output': 105, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 51, 'model': 'gpt3-30b', 'input': 101, 'output': 102, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 52, 'model': 'gpt3-30b', 'input': 92, 'output': 93, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 53, 'model': 'gpt3-30b', 'input': 91, 'output': 92, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 54, 'model': 'gpt3-30b', 'input': 91, 'output': 92, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 55, 'model': 'gpt3-30b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 56, 'model': 'gpt3-30b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 57, 'model': 'gpt3-30b', 'input': 88, 'output': 89, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 58, 'model': 'gpt3-30b', 'input': 86, 'output': 87, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 59, 'model': 'gpt3-30b', 'input': 92, 'output': 93, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 60, 'model': 'gpt3-30b', 'input': 92, 'output': 93, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 61, 'model': 'gpt3-30b', 'input': 85, 'output': 86, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 62, 'model': 'gpt3-30b', 'input': 85, 'output': 86, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 63, 'model': 'gpt3-30b', 'input': 84, 'output': 85, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 64, 'model': 'gpt3-30b', 'input': 84, 'output': 85, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 65, 'model': 'gpt3-30b', 'input': 82, 'output': 83, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 66, 'model': 'gpt3-30b', 'input': 81, 'output': 82, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 67, 'model': 'gpt3-30b', 'input': 81, 'output': 82, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 68, 'model': 'gpt3-30b', 'input': 81, 'output': 82, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 69, 'model': 'gpt3-30b', 'input': 81, 'output': 82, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 70, 'model': 'gpt3-30b', 'input': 80, 'output': 81, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 71, 'model': 'gpt3-30b', 'input': 80, 'output': 81, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 72, 'model': 'gpt3-30b', 'input': 80, 'output': 81, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 73, 'model': 'gpt3-30b', 'input': 79, 'output': 80, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 74, 'model': 'gpt3-30b', 'input': 79, 'output': 80, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 75, 'model': 'gpt3-30b', 'input': 78, 'output': 79, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 76, 'model': 'gpt3-30b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 77, 'model': 'gpt3-30b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 78, 'model': 'gpt3-30b', 'input': 83, 'output': 84, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 79, 'model': 'gpt3-30b', 'input': 79, 'output': 80, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 80, 'model': 'gpt3-30b', 'input': 78, 'output': 79, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 81, 'model': 'gpt3-30b', 'input': 75, 'output': 76, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 82, 'model': 'gpt3-30b', 'input': 75, 'output': 76, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 83, 'model': 'gpt3-30b', 'input': 71, 'output': 72, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 84, 'model': 'gpt3-30b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 85, 'model': 'gpt3-30b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 86, 'model': 'gpt3-30b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 87, 'model': 'gpt3-30b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 88, 'model': 'gpt3-30b', 'input': 68, 'output': 69, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 89, 'model': 'gpt3-30b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 90, 'model': 'gpt3-30b', 'input': 66, 'output': 67, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 91, 'model': 'gpt3-30b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 92, 'model': 'gpt3-30b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 93, 'model': 'gpt3-30b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 94, 'model': 'gpt3-30b', 'input': 66, 'output': 67, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 95, 'model': 'gpt3-30b', 'input': 65, 'output': 66, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 96, 'model': 'gpt3-30b', 'input': 64, 'output': 65, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 97, 'model': 'gpt3-30b', 'input': 62, 'output': 63, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 98, 'model': 'gpt3-30b', 'input': 62, 'output': 63, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 99, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 100, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 101, 'model': 'gpt3-30b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 102, 'model': 'gpt3-30b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 103, 'model': 'gpt3-30b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 104, 'model': 'gpt3-30b', 'input': 81, 'output': 82, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 105, 'model': 'gpt3-30b', 'input': 62, 'output': 63, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 106, 'model': 'gpt3-30b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 107, 'model': 'gpt3-30b', 'input': 56, 'output': 57, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 108, 'model': 'gpt3-30b', 'input': 54, 'output': 55, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 109, 'model': 'gpt3-30b', 'input': 54, 'output': 55, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 110, 'model': 'gpt3-30b', 'input': 53, 'output': 54, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 111, 'model': 'gpt3-30b', 'input': 53, 'output': 54, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 112, 'model': 'gpt3-30b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 113, 'model': 'gpt3-30b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 114, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 115, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 116, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 117, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 118, 'model': 'gpt3-30b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 119, 'model': 'gpt3-30b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 120, 'model': 'gpt3-30b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 121, 'model': 'gpt3-30b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 122, 'model': 'gpt3-30b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 123, 'model': 'gpt3-30b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 124, 'model': 'gpt3-30b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 125, 'model': 'gpt3-30b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 126, 'model': 'gpt3-30b', 'input': 56, 'output': 57, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 127, 'model': 'gpt3-30b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 128, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 129, 'model': 'gpt3-30b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 130, 'model': 'gpt3-30b', 'input': 47, 'output': 48, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 131, 'model': 'gpt3-30b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 132, 'model': 'gpt3-30b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 133, 'model': 'gpt3-30b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 134, 'model': 'gpt3-30b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 135, 'model': 'gpt3-30b', 'input': 44, 'output': 45, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 136, 'model': 'gpt3-30b', 'input': 43, 'output': 44, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 137, 'model': 'gpt3-30b', 'input': 43, 'output': 44, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 138, 'model': 'gpt3-30b', 'input': 43, 'output': 44, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 139, 'model': 'gpt3-30b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 140, 'model': 'gpt3-30b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 141, 'model': 'gpt3-30b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 142, 'model': 'gpt3-30b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 143, 'model': 'gpt3-30b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 144, 'model': 'gpt3-30b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 145, 'model': 'gpt3-30b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 146, 'model': 'gpt3-30b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 147, 'model': 'gpt3-30b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 148, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 149, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 150, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 151, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 152, 'model': 'gpt3-30b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 153, 'model': 'gpt3-30b', 'input': 36, 'output': 37, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 154, 'model': 'gpt3-30b', 'input': 36, 'output': 37, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 155, 'model': 'gpt3-30b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 156, 'model': 'gpt3-30b', 'input': 47, 'output': 48, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 157, 'model': 'gpt3-30b', 'input': 36, 'output': 37, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 158, 'model': 'gpt3-30b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 159, 'model': 'gpt3-30b', 'input': 34, 'output': 35, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 160, 'model': 'gpt3-30b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 161, 'model': 'gpt3-30b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 162, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 163, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 164, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 165, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 166, 'model': 'gpt3-30b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 167, 'model': 'gpt3-30b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 168, 'model': 'gpt3-30b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 169, 'model': 'gpt3-30b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 170, 'model': 'gpt3-30b', 'input': 54, 'output': 55, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 171, 'model': 'gpt3-30b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 172, 'model': 'gpt3-30b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 173, 'model': 'gpt3-30b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 174, 'model': 'gpt3-30b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 175, 'model': 'gpt3-30b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 176, 'model': 'gpt3-30b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 177, 'model': 'gpt3-30b', 'input': 25, 'output': 26, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 178, 'model': 'gpt3-30b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 179, 'model': 'gpt3-30b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 180, 'model': 'gpt3-30b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 181, 'model': 'gpt3-30b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
{'id': 182, 'model': 'gpt3-30b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 36569832, 'latency': 36569832}
