model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['259', '230', '189', '189', '176', '169', '162', '150', '140', '139', '132', '130', '128', '123', '123', '118', '114', '111', '109', '108', '101', '100', '93', '93', '91', '90', '89', '88', '85', '84', '81', '81', '79', '78', '77', '76', '74', '73', '73', '70', '68', '67', '66', '63', '62', '62', '61', '61', '59', '59', '58', '57', '55', '55', '52', '52', '51', '50', '49', '47', '46', '46', '45', '45', '44', '42', '42', '41', '41', '40', '39', '39', '39', '38', '37', '34', '33', '32', '32', '32', '31', '31', '30', '29', '29', '29', '28', '28', '27', '27', '27', '26', '26', '26', '24', '23', '23', '22', '21', '21', '20', '19', '19', '18', '18', '17', '16', '16', '15', '14', '14', '14', '14', '12', '12', '12', '11', '11', '11', '11', '10', '10', '10', '9', '9', '8', '7', '6']
model: gpt3-6.7b, num requests: 128, total length: 128, prompt/kv_cache length: ['241', '202', '189', '179', '172', '167', '160', '141', '139', '133', '131', '130', '125', '123', '122', '115', '112', '110', '109', '102', '101', '99', '93', '92', '91', '90', '89', '85', '85', '83', '81', '80', '79', '78', '77', '75', '74', '73', '72', '69', '67', '66', '66', '63', '62', '61', '61', '61', '59', '59', '57', '56', '55', '53', '52', '52', '50', '49', '49', '47', '46', '46', '45', '45', '43', '42', '42', '41', '41', '40', '39', '39', '38', '37', '35', '34', '33', '32', '32', '32', '31', '30', '30', '29', '29', '29', '28', '28', '27', '27', '26', '26', '26', '24', '23', '23', '22', '22', '21', '20', '19', '19', '18', '18', '18', '16', '16', '15', '15', '14', '14', '14', '13', '12', '12', '12', '11', '11', '11', '11', '10', '10', '9', '9', '9', '7', '7', '5']
[0.5s] Avg Throughput: propmt: 0, generation: 512
---------------------------
Exiting The Simulator
Unfreed Memory Exists
Checking Non-Exited Systems ...
---------------------------
All Request Has Been Exited
---------------------------
{'id': 0, 'model': 'gpt3-6.7b', 'input': 259, 'output': 260, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 98, 'model': 'gpt3-6.7b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 99, 'model': 'gpt3-6.7b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 100, 'model': 'gpt3-6.7b', 'input': 57, 'output': 58, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 101, 'model': 'gpt3-6.7b', 'input': 57, 'output': 58, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 102, 'model': 'gpt3-6.7b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 103, 'model': 'gpt3-6.7b', 'input': 56, 'output': 57, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 104, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 105, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 106, 'model': 'gpt3-6.7b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 107, 'model': 'gpt3-6.7b', 'input': 53, 'output': 54, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 108, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 109, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 110, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 111, 'model': 'gpt3-6.7b', 'input': 52, 'output': 53, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 112, 'model': 'gpt3-6.7b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 113, 'model': 'gpt3-6.7b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 114, 'model': 'gpt3-6.7b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 115, 'model': 'gpt3-6.7b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 116, 'model': 'gpt3-6.7b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 117, 'model': 'gpt3-6.7b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 118, 'model': 'gpt3-6.7b', 'input': 47, 'output': 48, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 119, 'model': 'gpt3-6.7b', 'input': 47, 'output': 48, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 120, 'model': 'gpt3-6.7b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 121, 'model': 'gpt3-6.7b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 122, 'model': 'gpt3-6.7b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 123, 'model': 'gpt3-6.7b', 'input': 46, 'output': 47, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 124, 'model': 'gpt3-6.7b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 125, 'model': 'gpt3-6.7b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 126, 'model': 'gpt3-6.7b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 127, 'model': 'gpt3-6.7b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 128, 'model': 'gpt3-6.7b', 'input': 44, 'output': 45, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 129, 'model': 'gpt3-6.7b', 'input': 43, 'output': 44, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 130, 'model': 'gpt3-6.7b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 131, 'model': 'gpt3-6.7b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 132, 'model': 'gpt3-6.7b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 133, 'model': 'gpt3-6.7b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 134, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 135, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 136, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 137, 'model': 'gpt3-6.7b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 138, 'model': 'gpt3-6.7b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 139, 'model': 'gpt3-6.7b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 140, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 141, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 142, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 143, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 144, 'model': 'gpt3-6.7b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 145, 'model': 'gpt3-6.7b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 146, 'model': 'gpt3-6.7b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 147, 'model': 'gpt3-6.7b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 148, 'model': 'gpt3-6.7b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 149, 'model': 'gpt3-6.7b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 150, 'model': 'gpt3-6.7b', 'input': 34, 'output': 35, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 151, 'model': 'gpt3-6.7b', 'input': 34, 'output': 35, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 152, 'model': 'gpt3-6.7b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 153, 'model': 'gpt3-6.7b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 154, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 155, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 156, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 157, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 158, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 159, 'model': 'gpt3-6.7b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 160, 'model': 'gpt3-6.7b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 161, 'model': 'gpt3-6.7b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 162, 'model': 'gpt3-6.7b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 163, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 164, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 165, 'model': 'gpt3-6.7b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 166, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 167, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 168, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 169, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 170, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 171, 'model': 'gpt3-6.7b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 172, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 173, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 174, 'model': 'gpt3-6.7b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 175, 'model': 'gpt3-6.7b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
{'id': 176, 'model': 'gpt3-6.7b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 8662640, 'latency': 8662640}
