model: gpt3-30b, num requests: 256, total length: 256, prompt/kv_cache length: ['839', '321', '261', '254', '254', '253', '228', '221', '185', '173', '166', '166', '169', '164', '163', '160', '143', '142', '142', '139', '135', '135', '133', '130', '129', '124', '122', '121', '120', '120', '119', '117', '117', '113', '113', '112', '111', '110', '110', '108', '107', '106', '104', '100', '98', '97', '97', '95', '95', '94', '93', '92', '91', '91', '90', '90', '90', '89', '89', '89', '87', '87', '85', '83', '82', '82', '81', '80', '79', '79', '79', '78', '77', '75', '74', '73', '73', '71', '71', '70', '70', '70', '69', '68', '68', '68', '67', '83', '70', '69', '68', '66', '65', '63', '63', '63', '63', '61', '61', '61', '61', '61', '61', '61', '60', '60', '59', '59', '59', '57', '55', '55', '55', '54', '54', '53', '51', '50', '50', '50', '50', '49', '49', '48', '58', '54', '48', '45', '45', '44', '42', '41', '40', '40', '39', '39', '38', '38', '38', '37', '37', '37', '36', '35', '38', '37', '35', '35', '35', '34', '33', '32', '32', '32', '31', '31', '31', '31', '30', '30', '29', '29', '28', '28', '27', '27', '62', '37', '32', '31', '31', '30', '29', '29', '27', '26', '25', '24', '23', '23', '22', '22', '22', '22', '22', '21', '21', '20', '20', '20', '20', '20', '20', '19', '19', '19', '18', '18', '18', '16', '48', '33', '29', '24', '21', '20', '19', '18', '17', '17', '16', '16', '16', '16', '15', '15', '15', '14', '14', '14', '13', '13', '12', '12', '12', '11', '11', '11', '10', '10', '10', '10', '10', '10', '10', '10', '9', '9', '9', '9', '9', '9', '8', '8', '8', '8', '8', '8', '8', '7', '7', '7', '6', '6', '6', '6']
[0.5s] Avg Throughput: propmt: 0, generation: 512
---------------------------
Exiting The Simulator
Unfreed Memory Exists
Checking Non-Exited Systems ...
---------------------------
All Request Has Been Exited
---------------------------
{'id': 0, 'model': 'gpt3-30b', 'input': 839, 'output': 840, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 15, 'model': 'gpt3-30b', 'input': 160, 'output': 161, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 16, 'model': 'gpt3-30b', 'input': 143, 'output': 144, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 17, 'model': 'gpt3-30b', 'input': 142, 'output': 143, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 18, 'model': 'gpt3-30b', 'input': 142, 'output': 143, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 19, 'model': 'gpt3-30b', 'input': 139, 'output': 140, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 20, 'model': 'gpt3-30b', 'input': 135, 'output': 136, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 21, 'model': 'gpt3-30b', 'input': 135, 'output': 136, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 22, 'model': 'gpt3-30b', 'input': 133, 'output': 134, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 23, 'model': 'gpt3-30b', 'input': 130, 'output': 131, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 24, 'model': 'gpt3-30b', 'input': 129, 'output': 130, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 25, 'model': 'gpt3-30b', 'input': 124, 'output': 125, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 26, 'model': 'gpt3-30b', 'input': 122, 'output': 123, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 27, 'model': 'gpt3-30b', 'input': 121, 'output': 122, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 28, 'model': 'gpt3-30b', 'input': 120, 'output': 121, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 29, 'model': 'gpt3-30b', 'input': 120, 'output': 121, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 30, 'model': 'gpt3-30b', 'input': 119, 'output': 120, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 31, 'model': 'gpt3-30b', 'input': 117, 'output': 118, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 32, 'model': 'gpt3-30b', 'input': 117, 'output': 118, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 33, 'model': 'gpt3-30b', 'input': 113, 'output': 114, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 34, 'model': 'gpt3-30b', 'input': 113, 'output': 114, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 35, 'model': 'gpt3-30b', 'input': 112, 'output': 113, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 36, 'model': 'gpt3-30b', 'input': 111, 'output': 112, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 37, 'model': 'gpt3-30b', 'input': 110, 'output': 111, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 38, 'model': 'gpt3-30b', 'input': 110, 'output': 111, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 39, 'model': 'gpt3-30b', 'input': 108, 'output': 109, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 40, 'model': 'gpt3-30b', 'input': 107, 'output': 108, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 41, 'model': 'gpt3-30b', 'input': 106, 'output': 107, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 42, 'model': 'gpt3-30b', 'input': 104, 'output': 105, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 43, 'model': 'gpt3-30b', 'input': 100, 'output': 101, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 44, 'model': 'gpt3-30b', 'input': 98, 'output': 99, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 45, 'model': 'gpt3-30b', 'input': 97, 'output': 98, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 46, 'model': 'gpt3-30b', 'input': 97, 'output': 98, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 47, 'model': 'gpt3-30b', 'input': 95, 'output': 96, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 48, 'model': 'gpt3-30b', 'input': 95, 'output': 96, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 49, 'model': 'gpt3-30b', 'input': 94, 'output': 95, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 50, 'model': 'gpt3-30b', 'input': 93, 'output': 94, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 51, 'model': 'gpt3-30b', 'input': 92, 'output': 93, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 52, 'model': 'gpt3-30b', 'input': 91, 'output': 92, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 53, 'model': 'gpt3-30b', 'input': 91, 'output': 92, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 54, 'model': 'gpt3-30b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 55, 'model': 'gpt3-30b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 56, 'model': 'gpt3-30b', 'input': 90, 'output': 91, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 57, 'model': 'gpt3-30b', 'input': 89, 'output': 90, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 58, 'model': 'gpt3-30b', 'input': 89, 'output': 90, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 59, 'model': 'gpt3-30b', 'input': 89, 'output': 90, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 60, 'model': 'gpt3-30b', 'input': 87, 'output': 88, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 61, 'model': 'gpt3-30b', 'input': 87, 'output': 88, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 62, 'model': 'gpt3-30b', 'input': 85, 'output': 86, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 63, 'model': 'gpt3-30b', 'input': 83, 'output': 84, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 64, 'model': 'gpt3-30b', 'input': 82, 'output': 83, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 65, 'model': 'gpt3-30b', 'input': 82, 'output': 83, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 66, 'model': 'gpt3-30b', 'input': 81, 'output': 82, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 67, 'model': 'gpt3-30b', 'input': 80, 'output': 81, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 68, 'model': 'gpt3-30b', 'input': 79, 'output': 80, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 69, 'model': 'gpt3-30b', 'input': 79, 'output': 80, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 70, 'model': 'gpt3-30b', 'input': 79, 'output': 80, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 71, 'model': 'gpt3-30b', 'input': 78, 'output': 79, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 72, 'model': 'gpt3-30b', 'input': 77, 'output': 78, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 73, 'model': 'gpt3-30b', 'input': 75, 'output': 76, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 74, 'model': 'gpt3-30b', 'input': 74, 'output': 75, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 75, 'model': 'gpt3-30b', 'input': 73, 'output': 74, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 76, 'model': 'gpt3-30b', 'input': 73, 'output': 74, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 77, 'model': 'gpt3-30b', 'input': 71, 'output': 72, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 78, 'model': 'gpt3-30b', 'input': 71, 'output': 72, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 79, 'model': 'gpt3-30b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 80, 'model': 'gpt3-30b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 81, 'model': 'gpt3-30b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 82, 'model': 'gpt3-30b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 83, 'model': 'gpt3-30b', 'input': 68, 'output': 69, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 84, 'model': 'gpt3-30b', 'input': 68, 'output': 69, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 85, 'model': 'gpt3-30b', 'input': 68, 'output': 69, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 86, 'model': 'gpt3-30b', 'input': 67, 'output': 68, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 87, 'model': 'gpt3-30b', 'input': 83, 'output': 84, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 88, 'model': 'gpt3-30b', 'input': 70, 'output': 71, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 89, 'model': 'gpt3-30b', 'input': 69, 'output': 70, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 90, 'model': 'gpt3-30b', 'input': 68, 'output': 69, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 91, 'model': 'gpt3-30b', 'input': 66, 'output': 67, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 92, 'model': 'gpt3-30b', 'input': 65, 'output': 66, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 93, 'model': 'gpt3-30b', 'input': 63, 'output': 64, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 94, 'model': 'gpt3-30b', 'input': 63, 'output': 64, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 95, 'model': 'gpt3-30b', 'input': 63, 'output': 64, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 96, 'model': 'gpt3-30b', 'input': 63, 'output': 64, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 97, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 98, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 99, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 100, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 101, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 102, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 103, 'model': 'gpt3-30b', 'input': 61, 'output': 62, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 104, 'model': 'gpt3-30b', 'input': 60, 'output': 61, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 105, 'model': 'gpt3-30b', 'input': 60, 'output': 61, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 106, 'model': 'gpt3-30b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 107, 'model': 'gpt3-30b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 108, 'model': 'gpt3-30b', 'input': 59, 'output': 60, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 109, 'model': 'gpt3-30b', 'input': 57, 'output': 58, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 110, 'model': 'gpt3-30b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 111, 'model': 'gpt3-30b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 112, 'model': 'gpt3-30b', 'input': 55, 'output': 56, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 113, 'model': 'gpt3-30b', 'input': 54, 'output': 55, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 114, 'model': 'gpt3-30b', 'input': 54, 'output': 55, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 115, 'model': 'gpt3-30b', 'input': 53, 'output': 54, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 116, 'model': 'gpt3-30b', 'input': 51, 'output': 52, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 117, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 118, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 119, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 120, 'model': 'gpt3-30b', 'input': 50, 'output': 51, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 121, 'model': 'gpt3-30b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 122, 'model': 'gpt3-30b', 'input': 49, 'output': 50, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 123, 'model': 'gpt3-30b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 124, 'model': 'gpt3-30b', 'input': 58, 'output': 59, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 125, 'model': 'gpt3-30b', 'input': 54, 'output': 55, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 126, 'model': 'gpt3-30b', 'input': 48, 'output': 49, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 127, 'model': 'gpt3-30b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 128, 'model': 'gpt3-30b', 'input': 45, 'output': 46, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 129, 'model': 'gpt3-30b', 'input': 44, 'output': 45, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 130, 'model': 'gpt3-30b', 'input': 42, 'output': 43, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 131, 'model': 'gpt3-30b', 'input': 41, 'output': 42, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 132, 'model': 'gpt3-30b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 133, 'model': 'gpt3-30b', 'input': 40, 'output': 41, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 134, 'model': 'gpt3-30b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 135, 'model': 'gpt3-30b', 'input': 39, 'output': 40, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 136, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 137, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 138, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 139, 'model': 'gpt3-30b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 140, 'model': 'gpt3-30b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 141, 'model': 'gpt3-30b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 142, 'model': 'gpt3-30b', 'input': 36, 'output': 37, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 143, 'model': 'gpt3-30b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 144, 'model': 'gpt3-30b', 'input': 38, 'output': 39, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 145, 'model': 'gpt3-30b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 146, 'model': 'gpt3-30b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 147, 'model': 'gpt3-30b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 148, 'model': 'gpt3-30b', 'input': 35, 'output': 36, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 149, 'model': 'gpt3-30b', 'input': 34, 'output': 35, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 150, 'model': 'gpt3-30b', 'input': 33, 'output': 34, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 151, 'model': 'gpt3-30b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 152, 'model': 'gpt3-30b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 153, 'model': 'gpt3-30b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 154, 'model': 'gpt3-30b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 155, 'model': 'gpt3-30b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 156, 'model': 'gpt3-30b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 157, 'model': 'gpt3-30b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 158, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 159, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 160, 'model': 'gpt3-30b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 161, 'model': 'gpt3-30b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 162, 'model': 'gpt3-30b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 163, 'model': 'gpt3-30b', 'input': 28, 'output': 29, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 164, 'model': 'gpt3-30b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 165, 'model': 'gpt3-30b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 166, 'model': 'gpt3-30b', 'input': 62, 'output': 63, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 167, 'model': 'gpt3-30b', 'input': 37, 'output': 38, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 168, 'model': 'gpt3-30b', 'input': 32, 'output': 33, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 169, 'model': 'gpt3-30b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 170, 'model': 'gpt3-30b', 'input': 31, 'output': 32, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 171, 'model': 'gpt3-30b', 'input': 30, 'output': 31, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 172, 'model': 'gpt3-30b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 173, 'model': 'gpt3-30b', 'input': 29, 'output': 30, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 174, 'model': 'gpt3-30b', 'input': 27, 'output': 28, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 175, 'model': 'gpt3-30b', 'input': 26, 'output': 27, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 176, 'model': 'gpt3-30b', 'input': 25, 'output': 26, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 177, 'model': 'gpt3-30b', 'input': 24, 'output': 25, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 178, 'model': 'gpt3-30b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 179, 'model': 'gpt3-30b', 'input': 23, 'output': 24, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 180, 'model': 'gpt3-30b', 'input': 22, 'output': 23, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 181, 'model': 'gpt3-30b', 'input': 22, 'output': 23, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
{'id': 182, 'model': 'gpt3-30b', 'input': 22, 'output': 23, 'arrival': 0, 'end_time': 21194481, 'latency': 21194481}
