prefill_chunk_size,kv_cache_size,batch_size,is_prefill,mean_ns,p50_ns,p90_ns,max_ns
96,352,1,True,24201.328133333336,24186.328,24297.6564,24306.094
96,384,1,True,25446.151066666665,25431.172,25504.4532,25547.656
96,416,1,True,25035.557333333334,25000.0,25134.4688,25203.672000000002
96,448,1,True,27068.796933333328,27059.843999999997,27156.375200000002,27177.344
96,480,1,True,27962.750000000004,27935.078,28044.3124,28166.25
96,512,1,True,28945.651066666665,28903.593999999997,29030.2968,29220.0
96,544,1,True,29849.2448,29826.094,29931.4844,30012.422000000002
96,576,1,True,32146.4844,32141.094,32192.75,32235.156000000003
96,608,1,True,33211.416666666664,33205.0,33290.7968,33338.75
96,640,1,True,34273.203199999996,34256.094,34376.953199999996,34411.25
96,672,1,True,34274.484399999994,34293.75,34325.203199999996,34390.0
96,704,1,True,36256.15106666667,36246.25,36276.062399999995,36442.5
96,736,1,True,37267.72920000001,37243.594000000005,37417.1876,37493.828
96,768,1,True,38315.15626666667,38310.0,38381.75,38414.844000000005
96,800,1,True,39195.36453333333,39199.922,39238.5,39263.905999999995
96,832,1,True,41127.4896,41119.844,41192.5936,41295.0
96,864,1,True,42159.38026666667,42154.922,42211.4688,42225.0
96,896,1,True,43066.2188,43067.422,43109.4844,43161.25
96,928,1,True,43505.416666666664,43479.922,43623.5624,43713.906
96,960,1,True,44481.13026666667,44497.344,44576.4064,44620.0
96,992,1,True,45371.90106666667,45366.094,45438.25,45477.422
96,1024,1,True,46319.4532,46311.25,46393.703199999996,46431.25
96,1024,1,True,46398.30213333333,46346.25,46520.5936,46774.922
96,1088,1,True,49498.59373333333,49488.75,49551.9844,49694.922
96,1152,1,True,51576.979199999994,51567.5,51663.4688,51752.422000000006
96,1216,1,True,53213.12506666666,53218.594000000005,53279.922,53308.906
96,1280,1,True,55185.32293333334,55164.922,55260.2344,55498.672
96,1344,1,True,58284.125066666675,58227.344000000005,58388.953199999996,58650.078
96,1408,1,True,60591.22400000001,60589.922,60679.922,60709.922
96,1472,1,True,61994.06253333333,61930.0,62178.6408,62463.75
96,1536,1,True,63902.38546666667,63883.75,63976.5936,64000.0
96,1600,1,True,67080.15106666667,67071.328,67157.7032,67273.75
96,1664,1,True,69269.90626666666,69280.0,69329.2344,69386.25
96,1728,1,True,71187.92186666667,71135.0,71307.5624,71428.672
96,1792,1,True,73051.89586666667,73046.094,73103.8748,73116.094
96,1856,1,True,76005.36453333333,75982.344,76030.75,76457.578
96,1920,1,True,78516.14586666667,78478.828,78667.2812,79082.5
128,0,1,True,19750.18746666667,19749.922000000002,19825.0936,19945.0
128,32,1,True,19568.33853333333,19552.578,19700.7032,19752.578
128,64,1,True,21721.177066666667,21693.828,21852.5312,21999.922000000002
128,96,1,True,22908.18226666667,22908.75,22970.234399999998,22988.828
128,128,1,True,19694.828133333336,19703.672000000002,19799.0156,19859.922000000002
128,160,1,True,23316.307333333338,23296.327999999998,23440.5,23447.5
128,192,1,True,24418.9636,24406.25,24500.2188,24587.344
128,224,1,True,24748.588533333335,24767.5,24822.2032,24855.156000000003
128,256,1,True,25788.9636,25788.827999999998,25867.375200000002,25887.343999999997
128,288,1,True,27970.760400000003,27963.906000000003,28026.75,28186.25
128,320,1,True,29816.7084,29829.922,29888.75,29958.594
128,352,1,True,31189.203200000004,31181.25,31293.25,31356.172000000002
128,384,1,True,30568.088533333335,30520.0,30772.3908,31011.406000000003
128,416,1,True,33026.42706666666,33028.75,33131.796800000004,33170.077999999994
128,448,1,True,34121.86986666666,34130.0,34197.922000000006,34220.0
128,480,1,True,35260.416666666664,35228.906,35384.9532,35525.0
128,512,1,True,36308.390666666666,36288.984,36388.7188,36389.922
128,544,1,True,39243.864666666675,39231.015999999996,39298.0936,39323.75
128,576,1,True,40630.54693333334,40618.672,40691.468799999995,40781.172
128,608,1,True,42051.338533333335,42011.172,42162.796800000004,42276.172000000006
128,640,1,True,41993.656266666665,41989.922,42054.7812,42197.5
128,672,1,True,44668.9896,44634.922000000006,44774.2032,44792.5
128,704,1,True,45813.40106666667,45797.578,45900.625199999995,45947.422000000006
128,736,1,True,47196.47920000001,47198.75,47221.375199999995,47288.672
128,768,1,True,48347.55213333333,48322.5,48468.1408,48491.172
128,800,1,True,50732.96346666667,50736.172000000006,50781.5156,50843.75
128,832,1,True,52201.9948,52202.5,52290.75,52307.422000000006
128,864,1,True,53371.614666666675,53371.094,53512.6564,53549.844
128,896,1,True,53767.57813333333,53755.0,53834.5156,53865.0
128,928,1,True,55096.2396,55055.0,55171.4844,55423.75
128,960,1,True,56302.31253333334,56298.672000000006,56371.7188,56467.5
128,992,1,True,57540.93226666666,57502.422000000006,57637.25,57838.906
128,1024,1,True,58710.171866666664,58678.75,58781.5156,58991.172
128,1024,1,True,58685.84373333333,58687.422,58742.796800000004,58778.672
128,1088,1,True,63006.90626666667,62973.827999999994,63076.703199999996,63328.828
128,1152,1,True,64321.89066666667,64337.50000000001,64369.15639999999,64433.75
128,1216,1,True,67553.42706666667,67533.75,67619.82800000001,67793.672
128,1280,1,True,70121.82293333333,70086.25,70129.7032,70661.17199999999
128,1344,1,True,74698.08333333333,74676.25,74806.65639999999,74888.75
128,1408,1,True,75751.68226666666,75699.844,75996.09360000001,76123.82800000001
128,1472,1,True,78621.63546666666,78604.844,78721.04680000001,78782.5
128,1536,1,True,81379.9792,81362.5,81520.95319999999,81546.17199999999
128,1600,1,True,85365.29160000001,85375.156,85426.60919999999,85480.0
128,1664,1,True,87036.56773333334,87011.172,87132.4688,87362.344
128,1728,1,True,90600.48959999999,90577.656,90685.65639999999,91088.90599999999
128,1792,1,True,93297.64066666667,93336.172,93384.0312,93417.5
128,1856,1,True,97242.79693333335,97234.92199999999,97288.344,97427.34400000001
128,1920,1,True,98640.04173333333,98615.0,98701.14080000001,98786.25
128,0,1,True,19770.463600000003,19780.0,19818.422,19979.844
128,32,1,True,19574.244800000004,19601.25,19683.0,19766.328
128,64,1,True,21782.307333333338,21792.656000000003,21891.156000000003,22063.593999999997
128,96,1,True,23092.130266666667,23098.75,23241.4532,23251.172
128,128,1,True,19751.33853333333,19784.922000000002,19831.2812,19851.172
128,160,1,True,23363.104133333327,23346.406000000003,23494.5624,23554.844
128,192,1,True,24383.9792,24368.75,24475.5156,24503.594
128,224,1,True,24697.796933333335,24668.672000000002,24786.4532,24807.344
128,256,1,True,25773.562533333334,25755.0,25874.2032,25950.0
128,288,1,True,28005.057333333334,27984.922000000002,28080.422,28166.25
128,320,1,True,29873.984400000005,29799.922,30086.718800000002,30191.25
128,352,1,True,31189.84373333333,31177.422,31255.234399999998,31291.25
128,384,1,True,30548.218799999995,30540.078,30610.0,30776.406000000003
128,416,1,True,32957.04693333334,32970.0,33027.7968,33142.422000000006
128,448,1,True,34123.5,34087.5,34222.8436,34512.344
128,480,1,True,35235.265600000006,35222.5,35314.7188,35344.922
128,512,1,True,36321.4948,36296.172,36423.546800000004,36458.75
128,544,1,True,39288.97920000001,39281.405999999995,39366.672,39571.172
128,576,1,True,40660.0156,40631.094,40787.5,40837.5
128,608,1,True,42056.43746666666,42015.078,42178.203199999996,42187.5
128,640,1,True,42047.9948,42008.75,42264.0312,42495.0
128,672,1,True,44634.43746666666,44598.827999999994,44731.453199999996,44791.406
128,704,1,True,45849.484399999994,45820.0,45928.9064,46008.75
128,736,1,True,47176.296933333324,47162.5,47198.25,47631.172
128,768,1,True,48302.47920000001,48302.577999999994,48360.422000000006,48406.172
128,800,1,True,50752.2552,50748.75,50802.7656,50824.922
128,832,1,True,52143.38026666667,52124.922,52219.0,52297.422
128,864,1,True,53336.578133333336,53303.75,53397.7812,53645.078
128,896,1,True,53820.54173333334,53825.0,53897.0156,53923.672000000006
128,928,1,True,55121.890666666666,55088.906,55244.7188,55348.594
128,960,1,True,56288.63026666667,56236.172000000006,56503.9844,56688.75
128,992,1,True,57472.16160000001,57434.922,57523.2188,57857.5
128,1024,1,True,58633.2448,58612.5,58711.9064,58733.672
128,1024,1,True,58673.82293333334,58703.75,58764.453199999996,58877.656
128,1088,1,True,62998.724,62953.75,63099.812399999995,63512.344
128,1152,1,True,64340.2344,64243.75000000001,64573.2656,64696.327999999994
128,1216,1,True,67604.2344,67600.0,67728.9688,67768.67199999999
128,1280,1,True,70063.33333333333,70041.40599999999,70158.9376,70185.0
128,1344,1,True,74572.5208,74528.82800000001,74644.7032,74900.0
128,1408,1,True,75777.5052,75761.25,75902.2656,76142.656
128,1472,1,True,78624.41666666669,78596.17199999999,78759.4376,78860.0
128,1536,1,True,81496.2188,81478.672,81622.0,81762.5
128,1600,1,True,85422.9376,85427.578,85507.9064,85537.344
128,1664,1,True,87075.474,87092.422,87220.2812,87265.156
128,1728,1,True,90549.15106666667,90526.32800000001,90622.672,90781.25
128,1792,1,True,93330.84373333333,93300.0,93459.0624,93551.328
128,1856,1,True,97199.94280000002,97162.656,97314.7188,97451.25
128,1920,1,True,98748.224,98703.594,98921.6408,99157.5
160,0,1,True,20790.906266666665,20767.5,20909.5,21012.5
160,32,1,True,23577.187466666666,23557.5,23709.0,23770.0
160,64,1,True,25126.515599999995,25138.906,25253.968800000002,25497.5
160,96,1,True,20811.66146666667,20797.422000000002,20907.7032,20926.172000000002
160,128,1,True,27839.598933333335,27791.406,28039.8908,28095.0
160,160,1,True,29147.395866666673,29115.0,29299.718800000002,29379.922000000002
160,192,1,True,30392.35413333333,30405.078,30509.2188,30522.5
160,224,1,True,31739.520800000002,31717.422,31949.3124,32090.077999999998
160,256,1,True,34575.9948,34548.828,34733.0,34777.578
160,288,1,True,36883.052,36858.75,36996.6248,37206.328
160,320,1,True,38886.7448,38903.827999999994,38966.7656,39026.328
160,352,1,True,38018.2396,38008.75,38113.0936,38171.172
160,384,1,True,41205.7344,41187.655999999995,41280.4688,41384.922000000006
160,416,1,True,42672.635466666674,42653.672,42739.9844,42841.094
160,448,1,True,44202.05213333334,44191.094,44275.9688,44302.5
160,480,1,True,45652.078133333336,45654.922,45772.296800000004,45861.25
160,512,1,True,47876.083333333336,47867.5,47945.75,47982.655999999995
160,544,1,True,49585.4844,49551.172,49668.0936,49803.672
160,576,1,True,51263.81253333333,51240.077999999994,51345.3592,51414.922
160,608,1,True,51106.52613333333,51074.922,51287.25,51415.0
160,640,1,True,54446.104266666676,54451.172,54525.953199999996,54722.5
160,672,1,True,55760.71880000001,55791.25,55913.9688,56146.094
160,704,1,True,57386.4636,57382.422,57550.4376,57685.0
160,736,1,True,58887.948000000004,58887.5,59013.2344,59051.172
160,768,1,True,61777.20320000001,61782.422,61970.7344,62076.172
160,800,1,True,63576.12506666667,63583.75,63653.6564,63678.672
160,832,1,True,64347.5052,64321.405999999995,64414.172,64524.922000000006
160,864,1,True,64971.395866666666,64955.0,65045.234399999994,65242.50000000001
160,896,1,True,66523.68760000002,66515.0,66567.4376,66622.5
160,928,1,True,67924.04173333333,67926.17199999999,67970.25,68001.406
160,960,1,True,69374.14066666667,69372.5,69467.25,69527.422
160,992,1,True,70863.13026666667,70798.67199999999,71044.0312,71307.5
160,1024,1,True,74359.80213333335,74378.67199999999,74493.922,74516.25
160,1024,1,True,74367.9688,74382.5,74461.39080000001,74753.75
160,1088,1,True,77664.88026666667,77631.172,77763.7032,77809.922
160,1152,1,True,81226.27093333333,81216.172,81344.172,81412.422
160,1216,1,True,84302.9844,84282.42199999999,84417.0156,84505.078
160,1280,1,True,89134.2396,89088.75,89220.7656,89406.25
160,1344,1,True,92774.2344,92762.5,92855.5,93188.906
160,1408,1,True,94775.88026666667,94760.0,94876.92199999999,94880.0
160,1472,1,True,97833.31253333334,97827.5,97921.73439999999,97929.922
160,1536,1,True,102729.32813333333,102703.82800000001,102814.0468,103243.75
160,1600,1,True,106324.37506666667,106326.32800000001,106353.6408,106420.07800000001
160,1664,1,True,109296.41666666667,109263.75,109347.9376,109828.75
160,1728,1,True,112275.16666666667,112273.828,112386.15639999999,112442.656
160,1792,1,True,116951.71359999999,116913.75,117044.0,117241.094
160,1856,1,True,120732.87506666667,120748.672,120807.1876,120837.344
192,0,1,True,25780.20306666667,25800.077999999998,25866.9844,26033.828
192,32,1,True,27776.010400000006,27798.828,27962.922,28002.578
192,64,1,True,22893.66666666667,22877.422,23035.2344,23088.827999999998
192,96,1,True,31043.906266666665,31008.672000000002,31159.6564,31495.077999999998
192,128,1,True,32658.526000000005,32675.156000000003,32785.75,32829.844000000005
192,160,1,True,34026.7396,34023.672,34118.9532,34198.75
192,192,1,True,35524.95306666666,35481.406,35676.844000000005,35926.25
192,224,1,True,38879.47386666667,38886.328,38984.2656,39038.828
192,256,1,True,41662.55733333334,41643.75,41766.5936,42121.25
192,288,1,True,43952.838533333335,43936.25,44040.7032,44082.422
192,320,1,True,43046.17706666666,43011.406,43134.7188,43313.906
192,352,1,True,46856.42706666667,46835.0,46985.546800000004,47216.406
192,384,1,True,48494.921866666664,48494.922000000006,48620.4844,48660.0
192,416,1,True,50254.92706666666,50218.905999999995,50437.203199999996,50602.578
192,448,1,True,51990.374933333325,51936.405999999995,52214.5156,52486.25
192,480,1,True,56404.05733333333,56403.827999999994,56478.75,56612.422
192,512,1,True,58371.07293333333,58321.25,58511.1564,58585.078
192,544,1,True,60320.90626666667,60329.922000000006,60412.172,60433.672
192,576,1,True,60166.4896,60154.922,60323.1876,60340.0
192,608,1,True,61907.885466666674,61863.75,62083.203199999996,62231.172
192,640,1,True,63528.56773333334,63523.75,63643.0,63689.922000000006
192,672,1,True,65377.588533333335,65361.406,65521.077999999994,65576.25
192,704,1,True,66908.84373333334,66896.328,67017.6872,67086.406
192,736,1,True,70345.08866666669,70332.42199999999,70422.7188,70508.594
192,768,1,True,72342.81253333334,72324.922,72427.2032,72436.172
192,800,1,True,74008.07813333334,73985.0,74161.8904,74255.078
192,832,1,True,74682.15626666667,74648.75,74806.15639999999,74813.67199999999
192,864,1,True,76485.44280000002,76441.09400000001,76776.7188,76852.344
192,896,1,True,78098.89586666667,78058.75,78190.922,78411.328
192,928,1,True,79873.02093333333,79831.25,79981.4064,80051.17199999999
192,960,1,True,81614.88546666667,81588.82800000001,81713.6408,81998.672
192,992,1,True,85326.224,85278.672,85405.3124,85867.344
192,1024,1,True,87394.04173333335,87365.0,87505.1252,87601.25
192,1024,1,True,87394.15106666667,87357.5,87511.9376,87726.172
192,1088,1,True,89223.33853333333,89201.25,89295.0624,89351.25
192,1152,1,True,93871.06773333334,93847.5,93960.422,93966.172
192,1216,1,True,97559.80213333335,97503.828,97620.172,97958.672
192,1280,1,True,104229.09373333333,104232.344,104309.1876,104374.92199999999
192,1344,1,True,105715.12506666667,105692.656,105796.62520000001,105867.422
192,1408,1,True,111090.23959999999,111111.17199999999,111192.17199999999,111235.07800000001
192,1472,1,True,115101.9844,115091.172,115198.42199999999,115256.25
192,1536,1,True,120953.2396,120932.65599999999,121015.92199999999,121330.0
192,1600,1,True,123075.43226666666,123048.67199999999,123131.3752,123393.906
192,1664,1,True,128258.28133333333,128247.422,128362.8908,128376.25
192,1728,1,True,132210.0,132148.75,132407.7968,132626.40600000002
192,1792,1,True,137957.4792,137938.672,138035.25,138077.5
192,1856,1,True,139884.58853333333,139868.75,139979.26559999998,139997.578
224,0,1,True,29992.44786666667,29988.672000000002,30119.859200000003,30320.0
224,32,1,True,24208.687599999997,24182.5,24299.672000000002,24306.328
224,64,1,True,33738.53653333333,33743.594000000005,33814.1564,33832.422
224,96,1,True,35620.34373333333,35628.75,35715.3592,35787.5
224,128,1,True,37259.16146666668,37178.905999999995,37538.89080000001,37569.922
224,160,1,True,38948.666666666664,38971.328,39059.765600000006,39117.266
224,192,1,True,42869.29173333333,42844.844000000005,42981.25,43072.5
224,224,1,True,46012.43746666666,46037.578,46113.296800000004,46147.5
224,256,1,True,48644.614533333326,48627.5,48716.3436,48961.172
224,288,1,True,47556.52080000001,47531.25,47742.828,47891.25
224,320,1,True,51953.18226666666,51952.655999999995,52072.2812,52098.75
224,352,1,True,53796.60413333333,53747.5,53927.3124,54017.656
224,384,1,True,55813.17186666667,55816.328,55931.7812,55985.0
224,416,1,True,57723.38546666667,57741.328,57855.077999999994,57886.25
224,448,1,True,62860.80733333333,62846.25,62956.1876,63027.422
224,480,1,True,65205.59893333333,65198.82800000001,65317.00000000001,65369.844
224,512,1,True,67464.5156,67480.0,67584.60919999999,67615.0
224,544,1,True,67271.41666666667,67262.422,67396.0624,67483.594
224,576,1,True,71852.30733333335,71861.328,71952.93759999999,72056.094
224,608,1,True,73672.95826666665,73630.078,73734.81240000001,73923.75
224,640,1,True,75930.93746666666,75925.078,76026.29680000001,76042.57800000001
224,672,1,True,77795.276,77778.82800000001,77927.84360000001,78049.92199999999
224,704,1,True,79971.75,79973.59400000001,80034.922,80406.17199999999
224,736,1,True,82321.09893333333,82320.156,82440.40599999999,82527.5
224,768,1,True,84243.12506666667,84196.25,84478.5624,84572.344
224,800,1,True,84885.78133333333,84892.42199999999,85022.4688,85141.25
224,832,1,True,87022.7188,87011.25,87093.3752,87165.0
224,864,1,True,88973.82813333333,88956.25,89100.7656,89187.5
224,896,1,True,91038.224,91023.75,91132.70319999999,91187.42199999999
224,928,1,True,93072.2396,93085.0,93191.23439999999,93499.92199999999
224,960,1,True,97911.40106666667,97901.32800000001,98008.1252,98082.578
224,992,1,True,100224.41146666667,100274.922,100377.4688,100390.156
224,1024,1,True,102245.14586666667,102255.0,102335.7344,102416.328
224,1024,1,True,102245.79173333335,102260.0,102343.6876,102371.172
224,1088,1,True,105724.78653333335,105712.578,105825.40639999999,105876.094
224,1152,1,True,109475.29173333335,109452.42199999999,109591.15639999999,109606.25
224,1216,1,True,116243.9844,116233.906,116288.75,116557.344
224,1280,1,True,121206.63026666667,121196.25,121338.2032,121352.5
224,1344,1,True,123875.2188,123887.5,123932.6876,123941.09400000001
224,1408,1,True,127856.13546666667,127857.5,127910.7812,128088.672
224,1472,1,True,134821.07813333333,134854.922,134990.4532,134997.5
224,1536,1,True,139619.7916,139603.906,139700.57799999998,139704.92200000002
224,1600,1,True,145016.7656,144997.5,145095.8908,145300.078
224,1664,1,True,149073.39586666666,149071.172,149126.1876,149213.828
224,1728,1,True,155417.94786666665,155411.172,155505.406,155512.656
224,1792,1,True,160592.22400000002,160606.172,160686.2656,160887.422
256,0,1,True,25266.635466666663,25261.094,25336.827999999998,25377.422
256,32,1,True,36180.93226666666,36178.75,36261.0312,36293.828
256,64,1,True,38256.28639999999,38256.328,38347.5,38351.25
256,96,1,True,40141.51040000001,40138.905999999995,40284.7656,40336.172
256,128,1,True,42032.31773333333,42020.0,42120.453199999996,42171.328
256,160,1,True,46580.60933333333,46576.25,46658.4064,46680.078
256,192,1,True,50201.97906666667,50210.234,50314.2656,50351.328
256,224,1,True,53244.81253333334,53233.75,53283.1408,53601.25
256,256,1,True,51834.11973333334,51847.5,51895.9376,51996.328
256,288,1,True,56827.89573333333,56807.578,56933.5624,56942.5
256,320,1,True,59030.34893333333,59046.172,59164.75,59208.827999999994
256,352,1,True,61310.2864,61292.5,61405.7812,61463.984000000004
256,384,1,True,63400.94786666666,63355.0,63519.953199999996,63548.828
256,416,1,True,69338.2188,69307.422,69525.9688,69558.75
256,448,1,True,71952.45306666665,71951.406,72034.9844,72059.922
256,480,1,True,74569.2396,74463.82800000001,74848.93759999999,74986.328
256,512,1,True,74289.07293333333,74268.75,74389.75,74461.172
256,544,1,True,79369.40626666667,79370.07800000001,79483.2188,79547.5
256,576,1,True,81619.79160000001,81592.57800000001,81737.0312,81886.484
256,608,1,True,84005.15106666667,83986.25,84099.1248,84121.32800000001
256,640,1,True,86229.36453333333,86197.5,86323.2968,86676.328
256,672,1,True,90859.2448,90855.07800000001,90994.8436,91052.5
256,704,1,True,93618.9896,93639.92199999999,93693.9688,93753.828
256,736,1,True,95728.57293333333,95756.25,95817.0312,95870.0
256,768,1,True,96561.17186666667,96556.25,96669.0312,96693.672
256,800,1,True,96086.45826666665,96090.07800000001,96179.67199999999,96211.25
256,832,1,True,98220.33333333333,98222.42199999999,98296.5,98332.578
256,864,1,True,100475.57813333333,100427.422,100542.9376,100920.0
256,896,1,True,102642.55733333335,102587.578,102806.34360000001,103066.17199999999
256,928,1,True,108182.90106666667,108170.0,108289.92199999999,108333.672
256,960,1,True,110659.4948,110600.156,110866.25,110987.578
256,992,1,True,112909.85946666668,112887.422,112996.29680000001,113043.594
