hardware,model,layer_name,input,kv_cache,tp_size,latency(ns)
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,4,0,1,100073
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,4,0,1,57142
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,5,0,1,114106
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,5,0,1,50990
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,5,0,1,40647
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,5,0,1,38051
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,5,0,1,724383
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,5,0,1,61114
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,5,0,1,109287
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,5,0,1,46383
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,5,0,1,37307
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,5,0,1,67030
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,5,0,1,41272
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,5,0,1,39890
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,5,0,1,101638
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,5,0,1,56223
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,6,0,1,120130
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,6,0,1,53436
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,6,0,1,41666
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,6,0,1,39880
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,6,0,1,773103
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,6,0,1,63349
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,6,0,1,109596
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,6,0,1,48996
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,6,0,1,38269
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,6,0,1,68273
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,6,0,1,40859
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,6,0,1,43668
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,6,0,1,102922
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,6,0,1,59588
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,7,0,1,115734
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,7,0,1,51668
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,7,0,1,41234
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,7,0,1,39184
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,7,0,1,732604
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,7,0,1,61660
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,7,0,1,109059
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,7,0,1,45772
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,7,0,1,35665
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,7,0,1,68127
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,7,0,1,38981
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,7,0,1,41481
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,7,0,1,103151
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,7,0,1,58494
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,8,0,1,116397
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,8,0,1,51986
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,8,0,1,42288
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,8,0,1,41570
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,8,0,1,755877
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,8,0,1,61676
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,8,0,1,112583
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,8,0,1,46565
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,8,0,1,35866
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,8,0,1,67507
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,8,0,1,39235
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,8,0,1,41497
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,8,0,1,102890
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,8,0,1,58062
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,9,0,1,113988
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,9,0,1,51923
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,9,0,1,41745
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,9,0,1,38566
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,9,0,1,725483
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,9,0,1,60405
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,9,0,1,111231
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,9,0,1,45577
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,9,0,1,35156
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,9,0,1,68292
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,9,0,1,39217
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,9,0,1,41666
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,9,0,1,101965
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,9,0,1,57133
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,10,0,1,114896
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,10,0,1,52542
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,10,0,1,41351
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,10,0,1,38441
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,10,0,1,733414
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,10,0,1,61769
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,10,0,1,111018
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,10,0,1,46078
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,10,0,1,35705
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,10,0,1,68280
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,10,0,1,40685
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,10,0,1,42966
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,10,0,1,101816
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,10,0,1,57669
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,11,0,1,115971
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,11,0,1,51469
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,11,0,1,41643
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,11,0,1,39277
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,11,0,1,725391
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,11,0,1,63169
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,11,0,1,109084
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,11,0,1,46899
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,11,0,1,36922
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,11,0,1,67376
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,11,0,1,38175
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,11,0,1,42301
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,11,0,1,101295
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,11,0,1,57668
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,12,0,1,115224
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,12,0,1,52186
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,12,0,1,43470
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,12,0,1,40694
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,12,0,1,739466
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,12,0,1,62280
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,12,0,1,112292
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,12,0,1,46797
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,12,0,1,36962
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,12,0,1,70560
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,12,0,1,41820
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,12,0,1,42578
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,12,0,1,104213
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,12,0,1,57591
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,13,0,1,114418
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,13,0,1,51866
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,13,0,1,40983
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,13,0,1,39454
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,13,0,1,734477
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,13,0,1,60902
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,13,0,1,109606
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,13,0,1,46481
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,13,0,1,36075
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,13,0,1,68410
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,13,0,1,39983
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,13,0,1,42373
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,13,0,1,100803
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,13,0,1,57996
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,14,0,1,113981
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,14,0,1,51416
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,14,0,1,40350
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,14,0,1,38936
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,14,0,1,729319
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,14,0,1,62530
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,14,0,1,109053
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,14,0,1,46634
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,14,0,1,35976
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,14,0,1,66313
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,14,0,1,38654
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,14,0,1,40175
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,14,0,1,100170
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,14,0,1,56343
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,15,0,1,115670
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,15,0,1,51827
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,15,0,1,42643
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,15,0,1,39132
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,15,0,1,736616
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,15,0,1,60672
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,15,0,1,109551
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,15,0,1,45522
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,15,0,1,35878
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,15,0,1,68211
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,15,0,1,40159
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,15,0,1,40865
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,15,0,1,102118
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,15,0,1,56991
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,16,0,1,114894
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,16,0,1,51705
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,16,0,1,40906
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,16,0,1,38028
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,16,0,1,734641
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,16,0,1,61321
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,16,0,1,108657
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,16,0,1,45247
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,16,0,1,36804
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,16,0,1,67133
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,16,0,1,39895
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,16,0,1,41791
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,16,0,1,100219
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,16,0,1,57086
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,17,0,1,115690
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,17,0,1,50491
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,17,0,1,42180
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,17,0,1,39009
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,17,0,1,733033
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,17,0,1,61041
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,17,0,1,110358
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,17,0,1,46846
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,17,0,1,36479
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,17,0,1,66815
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,17,0,1,40162
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,17,0,1,41336
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,17,0,1,102176
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,17,0,1,56608
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,18,0,1,114384
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,18,0,1,52244
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,18,0,1,42229
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,18,0,1,39150
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,18,0,1,730546
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,18,0,1,62354
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,18,0,1,109362
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,18,0,1,45035
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,18,0,1,36211
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,18,0,1,69138
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,18,0,1,40476
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,18,0,1,40185
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,18,0,1,99989
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,18,0,1,57579
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,19,0,1,113256
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,19,0,1,51021
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,19,0,1,39819
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,19,0,1,38173
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,19,0,1,726240
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,19,0,1,60626
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,19,0,1,108989
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,19,0,1,45824
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,19,0,1,36021
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,19,0,1,67183
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,19,0,1,39371
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,19,0,1,40540
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,19,0,1,99296
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,19,0,1,57352
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,20,0,1,112970
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,20,0,1,50473
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,20,0,1,41594
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,20,0,1,39265
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,20,0,1,727259
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,20,0,1,60908
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,20,0,1,108612
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,20,0,1,45587
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,20,0,1,35886
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,20,0,1,67510
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,20,0,1,38977
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,20,0,1,42278
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,20,0,1,101127
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,20,0,1,55969
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,21,0,1,115091
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,21,0,1,51538
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,21,0,1,41338
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,21,0,1,39051
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,21,0,1,731624
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,21,0,1,61933
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,21,0,1,107813
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,21,0,1,46013
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,21,0,1,36382
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,21,0,1,69380
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,21,0,1,39387
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,21,0,1,41695
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,21,0,1,99962
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,21,0,1,57112
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,22,0,1,113843
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,22,0,1,52697
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,22,0,1,43735
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,22,0,1,38420
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,22,0,1,733749
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,22,0,1,60150
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,22,0,1,112407
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,22,0,1,45310
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,22,0,1,35269
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,22,0,1,66792
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,22,0,1,40154
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,22,0,1,40409
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,22,0,1,99667
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,22,0,1,58272
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,23,0,1,114745
TPU-v6e-1,meta-llama/Llama-3.1-8B,q_proj,23,0,1,51637
TPU-v6e-1,meta-llama/Llama-3.1-8B,k_proj,23,0,1,41972
TPU-v6e-1,meta-llama/Llama-3.1-8B,v_proj,23,0,1,39613
TPU-v6e-1,meta-llama/Llama-3.1-8B,attn,23,0,1,733338
TPU-v6e-1,meta-llama/Llama-3.1-8B,o_proj,23,0,1,62886
TPU-v6e-1,meta-llama/Llama-3.1-8B,post_layernorm,23,0,1,109025
TPU-v6e-1,meta-llama/Llama-3.1-8B,gate_proj,23,0,1,46546
TPU-v6e-1,meta-llama/Llama-3.1-8B,up_proj,23,0,1,35588
TPU-v6e-1,meta-llama/Llama-3.1-8B,act_fn,23,0,1,69639
TPU-v6e-1,meta-llama/Llama-3.1-8B,down_proj,23,0,1,41208
TPU-v6e-1,meta-llama/Llama-3.1-8B,embedding,23,0,1,42857
TPU-v6e-1,meta-llama/Llama-3.1-8B,final_layernorm,23,0,1,102314
TPU-v6e-1,meta-llama/Llama-3.1-8B,lm_head,23,0,1,57052
TPU-v6e-1,meta-llama/Llama-3.1-8B,input_layernorm,24,0,1,111844
